url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,tipe properti,sertifikat,daya listrik,jumlah lantai,id iklan,kt. pembantu,km. pembantu,tahun dibangun,kondisi properti,carport,garasi,kondisi perabotan,hadap,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,maid bedrooms,maid bathrooms,garages,floors,property condition,furnishing,building orientation
https://www.rumah123.com/properti/jakarta-selatan/hos9638593/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"5,2",Miliar,Townhouse Baru @ Urban Gandaria,"Gandaria, Jakarta Selatan",Kolam Renang,4,3,173 m²,337 m²,rumah,shm - sertifikat hak milik,4400 mah,1,hos9638593,1,,2020,baru,1,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos9911075/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"1,45",Miliar,Rumah Siap Huni Akses 2 Mobil Dekat Pintu Tol Kukusan Beji,"Jagakarsa, Jakarta Selatan","Taman,  Keamanan,  Ac, Jalur Telepon, Keamanan 24 jam, AC, Masjid,  Jalur Telepon, Jogging Track,  CCTV, Track Lari, CCTV,  Taman",3,3,97 m²,130 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos9911075,1,1,2022,baru,2,2,semi furnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11345343/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"21,9",Miliar,"Termurah se Pondok Indah JakSel
Beli harga tanah bonus bangunan","Pondok Indah, Jakarta Selatan",Jalur Telepon,6,5,850 m²,854 m²,rumah,shm - sertifikat hak milik,7700 mah,2,hos11345343,2,2,2007,bagus,,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11344886/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"3,7",Miliar,RUMAH BARU MEWAH MURAH STRATEGIS DEKAT RAGUNAN DI JAGAKARSA,"Jagakarsa, Jakarta Selatan","Tempat Jemuran, Kitchen Set, Taman, Keamanan",4,4,112 m²,240 m²,rumah,shm - sertifikat hak milik,2200 mah,3,hos11344886,2,1,2022,baru,2,2,unfurnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11343622/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,39,Miliar,Rumah di Jalan pantai indah kapuk SHM Minimalis Bagus,"Pantai Indah Kapuk, Jakarta Utara"," Kolam Renang,  Jogging Track, Jalur Telepon,  Keamanan, Keamanan 24 jam, AC,  One Gate System, Akses Parkir, Kitchen Set, Ac, Track Lari, Tempat Jemuran,  Taman",6,6,640 m²,1300 m²,rumah,shm - sertifikat hak milik,10000 mah,1,hos11343622,,1,2014,bagus,,,semi furnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos7852082/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"2,5",Miliar,Rumah Mewah 2Lantai Full Bata Merah Di Rawamangun Jakarta Timur,"Rawamangun, Jakarta Timur","Taman,  AC, Ac,  Kitchen Set, Tempat Jemuran, Kulkas, Mesin Cuci",4,4,90 m²,135 m²,rumah,shm - sertifikat hak milik,3500 mah,2,hos7852082,,,2021,baru,,,furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos10070683/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,562,Juta,Rumah murah dengan desaign yang cantik dan keren di area perkantoran  di Kota Jakarta Barat,"Tamansari, Jakarta Barat"," Keamanan, Keamanan 24 jam, AC,  One Gate System, Masjid, Ac, Wastafel",2,2,22 m²,42 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos10070683,,,2022,baru,,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11341724/#qid~1608da07-ed77-470e-a22b-0840f104913d,Rp,"2,09",Miliar,Rumah 2 lantai pinggir jalan di area Pusat perkantoran,"Cipinang, Jakarta Timur","Taman,  Keamanan,  Ac, Jalur Telepon,  Akses Parkir, Keamanan 24 jam, AC,  One Gate System, Masjid,  Jalur Telepon,  CCTV, Wastafel, Tempat Jemuran,  Taman",2,3,58 m²,90 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11341724,1,1,2022,baru,1,2,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11010034/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,25,Miliar,Dijual Rumah BGM Model Langka TERMURAH!!!!,"Pantai Indah Kapuk, Jakarta Utara","Taman,  Jogging Track,  Keamanan, Jalur Telepon,  Ac,  Kolam Renang,  CCTV",5,5,578 m²,700 m²,rumah,"lainnya (ppjb,girik,adat,dll)",5500 mah,3,hos11010034,1,1,,bagus sekali,1,4,semi furnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11001422/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,"7,19",Miliar,Dijual Rumah Daerah Permata Buana Strategis TERMURAH!!!,"Permata Buana, Jakarta Barat"," Jogging Track,  Keamanan, Jalur Telepon,  Kolam Renang, Ac,  CCTV,  Taman",5,3,180 m²,250 m²,rumah,shm - sertifikat hak milik,5500 mah,3,hos11001422,1,1,,bagus sekali,1,2,semi furnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11341081/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,921,Juta,Rumah murah dan mewah lokasi strategis di pusat kota Jakarta,"Kebon Jeruk, Jakarta Barat","Jalur Telepon,  Masjid, Wastafel, Keamanan",3,3,34 m²,67 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11341081,,,2022,baru,1,1,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos8359622/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,"7,8",Miliar,"Rumah Strategis Kemang, Ampera, Jakarta Selatan","Kemang, Jakarta Selatan"," Kolam Renang, Taman, Keamanan",4,4,320 m²,250 m²,rumah,shm - sertifikat hak milik,6600 mah,2,hos8359622,2,1,2014,bagus sekali,1,1,semi furnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11338935/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,9,Miliar,"Rumah Muara Karang 300m, Jalan Besar, Cocok Utk Komersil, Ruko, Gudang, Kantor","Muara Karang, Jakarta Utara",Tempat Jemuran,4,3,300 m²,450 m²,rumah,shm - sertifikat hak milik,7700 mah,2,hos11338935,1,1,,butuh renovasi,1,1,semi furnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10990873/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,25,Miliar,Rumah Pik Brandnew Minimalis Lift Kolam Renang,"Pantai Indah Kapuk, Jakarta Utara","Jalur Telepon, Kolam Renang,  Jogging Track,  Keamanan",5,4,300 m²,500 m²,rumah,shm - sertifikat hak milik,5500 mah,1,hos10990873,,,,bagus,2,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11246635/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,"22,5",Miliar,Rumah Brand New Pantai Mutiara 560m2 Full Marmer,"Pantai Mutiara, Jakarta Utara"," Kolam Renang, Jalur Telepon, Keamanan 24 jam,  Akses Parkir,  One Gate System, Masjid,  CCTV, Tempat Jemuran,  Taman",4,4,560 m²,1200 m²,rumah,shm - sertifikat hak milik,11000 mah,1,hos11246635,1,1,,bagus,4,4,,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11279294/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,10,Miliar,Dijual Rumah Medit Boulevard Pik Mewah Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara"," Kolam Renang, Jalur Telepon,  Akses Parkir, Keamanan 24 jam,  One Gate System, Masjid,  CCTV, Tempat Jemuran,  Taman",5,5,270 m²,270 m²,rumah,shm - sertifikat hak milik,13200 mah,1,hos11279294,,,,bagus,,,,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos8169216/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,782,Juta,Rumah  Murah di cipinang muara Jakarta timur,"Jatinegara, Jakarta Timur","Keamanan 24 jam, Taman, Keamanan, One Gate System",2,2,33 m²,68 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos8169216,,,2022,baru,1,,unfurnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11335881/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,"1,4",Miliar,"Rumah Bernuasan Eropa Di Jakarta Timur Dengan Sky Balcony 1,4m An","Cakung, Jakarta Timur","Jalur Telepon, Keamanan 24 jam,  One Gate System, Akses Parkir,  CCTV, Track Lari, Wastafel,  Playground, Tempat Jemuran,  Taman",3,2,77 m²,88 m²,rumah,hgb - hak guna bangunan,2200 mah,3,hos11335881,,,2022,baru,1,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11058909/#qid~9c272ab4-9313-4551-bc35-3884bf64db60,Rp,"1,88",Miliar,Rumah Baru 5x16 Di Meruya Utara Lokasi Bagus 1.88m,"Meruya, Jakarta Barat","Tempat Jemuran, Wastafel",3,3,80 m²,110 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11058909,1,1,2022,baru,2,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11255421/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,"2,2",Miliar,Hot Item Di Jakbar 5x25 Meruya Utara 2.25m,"Meruya, Jakarta Barat","Playground, Keamanan 24 jam, Wastafel, Tempat Jemuran,  Tempat Laundry",3,3,125 m²,140 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11255421,1,1,2022,baru,2,2,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos4450838/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,"6,5",Miliar,"Rumah Taman Permata Buana , Minimalis ,  Bagus . Brand new","Permata Buana, Jakarta Barat","Taman,  Jogging Track, Keamanan 24 jam, Track Lari, Keamanan",4,3,144 m²,400 m²,rumah,shm - sertifikat hak milik,2200 mah,3,hos4450838,1,1,2015,baru,2,2,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11335357/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,2,Miliar,"Rumah Siap Huni di Tb Simatupang Cuman 2 M, Bisa Dibantu Kpr","Pasar Rebo, Jakarta Timur","Taman, Jalur Telepon, Keamanan 24 jam,  One Gate System, Kitchen Set,  CCTV, Wastafel, Tempat Jemuran,  Taman",3,3,98 m²,92 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11335357,1,1,2020,baru,1,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11143584/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,709,Juta,Rumah Mewah SHM 2 Lantai jl lio rawamangun Jakarta Timur,"Rawamangun, Jakarta Timur","Akses Parkir, One Gate System",3,3,37 m²,57 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11143584,,,2022,bagus,1,1,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11334044/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,25,Miliar,RUMAH BARU MEWAH MURAH STRATEGIS DI SENOPATI KEBAYORAN BARU,"Senopati, Jakarta Selatan","Kolam Renang, Taman,  Keamanan, Keamanan 24 jam,  Kitchen Set, Wastafel, One Gate System, Tempat Jemuran, Kulkas,  Taman",4,4,200 m²,500 m²,rumah,shm - sertifikat hak milik,,3,hos11334044,2,1,2022,baru,2,2,semi furnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11036690/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,418,Juta,Rumah Murah 2 lantai di Utan Kayu di Jalan Kamboja Utan Kayu,"Utan Kayu, Jakarta Timur","Keamanan, Keamanan 24 jam, CCTV",2,1,18 m²,35 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11036690,,,2022,baru,,,unfurnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11313987/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,858,Juta,Rumah Modern Elegan 2 lantai di Jalan Lio Pulo Gadung SHM Baru,"Pulo Gadung, Jakarta Timur","Tempat Jemuran, Taman, Keamanan",3,3,39 m²,63 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11313987,,,2022,baru,1,,unfurnished,barat,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-pusat/hos11331578/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,506,Juta,"Rumah Murah Minimalis SHM di Sumur Batu Kemayoran, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","Keamanan 24 jam, Taman",2,2,23 m²,43 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11331578,,,2022,baru,,,unfurnished,selatan,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11034253/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,528,Juta,Rumah Minimalis Murah di Jl. Taman Sari  Jakarta Barat 2 Lantai,"Tamansari, Jakarta Barat","Keamanan, CCTV",2,2,22 m²,42 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11034253,,,2022,baru,,,unfurnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11313394/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,764,Juta,Rumah Minimalis Elegan 2 Lantai SHM di Matraman Jakarta Timur,"Matraman, Jakarta Timur","Keamanan 24 jam, CCTV,  One Gate System, Keamanan",2,1,32 m²,56 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11313394,,,2022,baru,1,,unfurnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-pusat/hos11313860/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,"1,47",Miliar,Rumah Modern Elegan di Jalan Cempaka Putih Tengah Jakarta Pusat,"Cempaka Putih, Jakarta Pusat","Taman, Keamanan 24 jam,  One Gate System,  CCTV, Keamanan",3,2,36 m²,68 m²,rumah,shm - sertifikat hak milik,2200 mah,3,hos11313860,,,2022,baru,1,,unfurnished,utara,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos8192617/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,562,Juta,Rumah Murah di taman sari jakarta barat,"Tamansari, Jakarta Barat","Keamanan 24 jam, Taman, Keamanan",2,2,22 m²,42 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos8192617,,,2022,baru,,,unfurnished,timur,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11141929/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,485,Juta,Cluster Minimalis SHM 2 Lantai di Kayumanis 8 Jakarta Timur,"Matraman, Jakarta Timur",One Gate System,2,2,25 m²,37 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11141929,,,2021,bagus,,,unfurnished,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-pusat/hos11167172/#qid~2ba9bb82-7d72-4151-86e5-bdbccc534e79,Rp,477,Juta,Rumah Modern Harga Terjangkau SHM 2 Lantai di Sumur Batu,"Kemayoran, Jakarta Pusat",One Gate System,2,2,22 m²,40 m²,rumah,shm - sertifikat hak milik,2200 mah,2,hos11167172,,,2022,bagus,,,unfurnished,,,,,,,,,,,,,,,
