url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,carport,tipe properti,sertifikat,daya listrik,kt. pembantu,km. pembantu,garasi,jumlah lantai,kondisi properti,kondisi perabotan,hadap,id iklan,tahun dibangun,bedrooms,bathrooms,land size,building size,carports,certificate,maid bedrooms,maid bathrooms,garages,floors,property condition,furnishing,building orientation,electricity,building age
https://www.rumah123.com/properti/jakarta-barat/hos10708456/#qid~ef263a63-0a07-40b0-bb43-ca991917c667,Rp,"5,2",Miliar,Dijual Rumah Permata Buana TERMURAH!!!!!,"Permata Buana, Jakarta Barat"," Kolam Renang,  Taman, Jalur Telepon,  CCTV, Keamanan,  Ac,  Jogging Track",3,3,150 m²,200 m²,,rumah,shm - sertifikat hak milik,4400 mah,1,1,2,2,baru,semi furnished,,hos10708456,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos10882999/#qid~ef263a63-0a07-40b0-bb43-ca991917c667,Rp,"1,14",Miliar,"Rumah Masuk Mobil Cipinang Dekat Bea Cukai,tol Rawamangun","Cipinang, Jakarta Timur","Keamanan 24 jam, Taman, AC,  Keamanan,  Ac, CCTV",3,3,36 m²,71 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,unfurnished,selatan,hos10882999,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos10013788/#qid~ef263a63-0a07-40b0-bb43-ca991917c667,Rp,998,Juta,"Rumah Murah Sertifikat Hak Milik di Pos Pengumben, Jakarta Barat","Kebon Jeruk, Jakarta Barat","Taman, Keamanan 24 jam,  CCTV, Ac, AC,  Keamanan, CCTV",3,2,34 m²,67 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,unfurnished,selatan,hos10013788,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos10013978/#qid~ef263a63-0a07-40b0-bb43-ca991917c667,Rp,"2,09",Miliar,"Rumah 2 Lantai Shm di Cipinang Baru, Jakarta Timur Dekat Tol","Cipinang, Jakarta Timur","Taman, Keamanan 24 jam,  CCTV, Ac, AC,  Keamanan,  One Gate System, CCTV",3,3,76 m²,90 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,unfurnished,selatan,hos10013978,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11331747/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"4,1",Miliar,Rumah Garden House PIK Ukuran 6x17 Sudah Renov Rapi Siap Huni,"Pantai Indah Kapuk, Jakarta Utara","Keamanan 24 jam,  Kolam Renang,  Taman, Akses Parkir, Jalur Telepon, Track Lari,  CCTV, Kitchen Set,  Jalur Telepon, Keamanan,  AC, Kolam Renang,  Playground, Wastafel,  Ac, Lapangan Bola, Tempat Jemuran,  Jogging Track",3,3,102 m²,160 m²,2,rumah,shm - sertifikat hak milik,4400 mah,1,1,,1,bagus,semi furnished,selatan,hos11331747,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11331713/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"2,5",Miliar,Andre Tjhia Meruya Rumah Bangunan Baru Lebar Jalan 3 Mobil Lega Nego,"Meruya, Jakarta Barat","Keamanan 24 jam, Track Lari, Tempat Jemuran, Akses Parkir",3,3,125 m²,186 m²,3,rumah,shm - sertifikat hak milik,3500 mah,1,1,,3,baru,,,hos11331713,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11330518/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,700,Juta,Rumah 2 lantai Shm Jl radar auri selangkah tol cijago dan cibubur,"Cibubur, Jakarta Timur","Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari,  CCTV, Masjid,  Jalur Telepon, Ac, Kulkas,  AC,  Playground,  Keamanan, CCTV, Wastafel,  Jogging Track,  Tempat Laundry",3,2,62 m²,70 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,1,2,baru,unfurnished,,hos11330518,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10329411/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,25,Miliar,Rumah PIK Brandnew Mewah Kolam Renang + Lift,"Pantai Indah Kapuk, Jakarta Utara"," Kolam Renang, Keamanan 24 jam,  Taman, Taman, Jogging Track, Kolam Renang, Track Lari, Keamanan",5,5,300 m²,500 m²,2,rumah,shm - sertifikat hak milik,6600 mah,2,1,2,3,baru,unfurnished,utara,hos10329411,2019,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-pusat/hos11327526/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,477,Juta,Rumah dua lantai di area perkantoran di kota Jakarta Pusat,"Kemayoran, Jakarta Pusat","Tempat Jemuran, Masjid, Wastafel, Keamanan",2,2,22 m²,40 m²,,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,unfurnished,,hos11327526,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11089536/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"3,6",Miliar,Rumah Riviera At Puri Brand New 8x15 Termurah!,"Metland Puri, Jakarta Barat"," Taman, Keamanan, Kolam Renang, Track Lari,  Jogging Track",3,3,120 m²,150 m²,1,rumah,shm - sertifikat hak milik,,1,1,1,2,baru,unfurnished,utara,hos11089536,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11053732/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,16,Miliar,"Rumah Mewah, Desain Klasik Dan Strategis Di Kemang, Jakarta Selatan","Kemang, Jakarta Selatan","Keamanan 24 jam,  Taman, Jalur Telepon, Track Lari,  CCTV, Kitchen Set,  AC, Wastafel,  One Gate System, CCTV, Tempat Jemuran,  Tempat Laundry",3,3,348 m²,400 m²,2,rumah,shm - sertifikat hak milik,7700 mah,2,1,1,2,bagus,semi furnished,timur,hos11053732,2019,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11327712/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"1,95",Miliar,"Di Jual Rumah Pik2 Full Furnished Bisa Cicil Bertahap Cuma 1,95 M","Pantai Indah Kapuk, Jakarta Utara","Keamanan 24 jam, Taman,  Pemanas Air, Jalur Telepon,  Mesin Cuci,  CCTV, Kulkas,  AC,  Playground, Wastafel, Track Lari, Tempat Jemuran,  Kitchen Set, Lapangan Basket",3,2,45 m²,55 m²,,rumah,"lainnya (ppjb,girik,adat,dll)",4400 mah,,,,2,bagus,furnished,,hos11327712,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos9194125/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,2,Miliar,Rumah with PRIVATEPOOL dalam komplek besar nyaman asri Dekat tol cilandak siap huni,"Jagakarsa, Jakarta Selatan"," Taman,  Masjid, Jalur Telepon,  CCTV, Kolam Renang,  Keamanan,  Ac,  Jogging Track",5,5,125 m²,160 m²,2,rumah,shm - sertifikat hak milik,3300 mah,,1,2,2,baru,semi furnished,selatan,hos9194125,2021,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11028271/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"10,5",Miliar,"RUMAH SANGAT MEWAH FULL FURNISHED AREA PREMIUM JAKSEL WITH PRIVATEPOOL, LIFT DAN ROFFTOP SIAP HUNI","Kemang, Jakarta Selatan"," Kolam Renang,  Taman, Jalur Telepon,  Keamanan,  Ac, CCTV,  Jogging Track",5,5,230 m²,550 m²,2,rumah,shm - sertifikat hak milik,6600 mah,2,1,4,3,baru,furnished,utara,hos11028271,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos8149018/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"3,2",Miliar,Rumah Classik Pilar Mewah With PRIVATEPOOL STRATEGIS dekat CILANDAK,"Jagakarsa, Jakarta Selatan"," Kolam Renang, Taman,  Taman,  Masjid, Jalur Telepon,  CCTV,  Jalur Telepon, Ac, Kolam Renang, AC,  Keamanan, CCTV",4,4,210 m²,280 m²,2,rumah,shm - sertifikat hak milik,5500 mah,1,1,3,3,baru,semi furnished,timur,hos8149018,2021,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos8238480/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,3,Miliar,Jual Rumah Di Komplek Kimia Farma Duren Sawit Jakarta Timur,"Duren Sawit, Jakarta Timur","Taman, Keamanan 24 jam, Masjid, Wastafel,  Keamanan, Track Lari, Tempat Jemuran,  Jogging Track",5,2,206 m²,120 m²,2,rumah,shm - sertifikat hak milik,1300 mah,,,2,2,butuh renovasi,unfurnished,,hos8238480,1988,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11320614/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"4,5",Miliar,Andre Tjhia Metland Puri Minimalist House Lokasi Premium Lebar Jln 4 Mbl,"Metland Puri, Jakarta Barat","Taman, Keamanan 24 jam, Akses Parkir,  One Gate System, Tempat Jemuran, Keamanan",3,3,200 m²,450 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,1,2,3,baru,,,hos11320614,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos11325261/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,762,Juta,Rumah Murah dan mewah ada carpot di tengah kota  Jakarta,"Matraman, Jakarta Timur","Keamanan 24 jam, Masjid,  Akses Parkir, Wastafel, Keamanan",2,2,30 m²,56 m²,,rumah,shm - sertifikat hak milik,2200 mah,,,1,2,baru,unfurnished,,hos11325261,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10800984/#qid~db9474a4-9bc8-4b94-9e3e-32257b7b9fcb,Rp,"1,95",Miliar,Rumah Mewah Luxury Dalam Cluster Dekat Dengan Tol Brigif,"Jagakarsa, Jakarta Selatan"," Kolam Renang,  Taman,  CCTV, Masjid,  Jalur Telepon, Jogging Track,  Ac,  Keamanan",3,3,96 m²,150 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,1,1,3,baru,semi furnished,timur,hos10800984,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10800984/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"1,95",Miliar,Rumah Mewah Luxury Dalam Cluster Dekat Dengan Tol Brigif,"Jagakarsa, Jakarta Selatan"," Kolam Renang,  Taman,  CCTV, Masjid,  Jalur Telepon, Jogging Track,  Ac,  Keamanan",3,3,96 m²,150 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,1,1,3,baru,semi furnished,timur,hos10800984,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11047290/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"1,65",Miliar,Dijual Rumah Modern Strategis Dekat Jagakarsa Siap Kpr Harga All In,"Jagakarsa, Jakarta Selatan",Keamanan 24 jam,3,3,78 m²,110 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,,2,bagus,unfurnished,,hos11047290,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos10612900/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"2,34",Miliar,Rumah Bebas Banjir Dekat Cengkareng Harga All In Siap Kpr,"Kembangan, Jakarta Barat","Taman, Keamanan",3,2,97 m²,120 m²,,rumah,shm - sertifikat hak milik,2200 mah,,,1,2,,unfurnished,,hos10612900,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos9135688/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"7,5",Miliar,Rumah 3 Lantai Bangunan 70% Pondok Gading Utama Kelapa Gading Jakarta Utara Murah,"Kelapa Gading, Jakarta Utara","Keamanan 24 jam, Keamanan",,,405 m²,717 m²,,rumah,shm - sertifikat hak milik,,,,,4,bagus,unfurnished,selatan,hos9135688,2015,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11257701/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"5,5",Miliar,Chandra Rumah Hoek Lt 282m2 Shm Murni di Komplek Dutamas,"Jelambar, Jakarta Barat",Jalur Telepon,3,3,282 m²,300 m²,,rumah,shm - sertifikat hak milik,2200 mah,,,,2,bagus,,timur,hos11257701,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11259513/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,3,Miliar,Chandra Rumah Uk 11x14m Lokasi Strategis di Jelambar,"Jelambar, Jakarta Barat",Jalur Telepon,3,2,156 m²,123 m²,,rumah,shm - sertifikat hak milik,,1,1,,1,bagus,,,hos11259513,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11254339/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"2,34",Miliar,Rumah Bebas Banjir di Kembangan Baru Siap Kpr Harga All In,"Kembangan, Jakarta Barat","Taman, Tempat Jemuran, Keamanan 24 jam",,,,,,rumah,,,,,,,,,,hos11254339,,3,2,97 m²,120 m²,2,shm - sertifikat hak milik,,,,2,bagus,unfurnished,,2200 mah,
https://www.rumah123.com/properti/jakarta-selatan/hos11260904/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,106,Miliar,Rumah murah di jalan widya chandra senayan kebayoran baru,"Kebayoran Baru, Jakarta Selatan"," Kolam Renang,  Taman, Jalur Telepon,  CCTV, Kitchen Set,  AC,  Lapangan Bulu Tangkis, Lapangan Tenis, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran, Lapangan Basket",4,5,1479 m²,1000 m²,4,rumah,shm - sertifikat hak milik,11000 mah,2,2,4,1,bagus,unfurnished,selatan,hos11260904,20012,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10320099/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"8,89",Miliar,Dijual Rumah Pik 3 1/2 Lantai Termurah!!!!!!,"Pantai Indah Kapuk, Jakarta Utara"," Kolam Renang, Taman,  CCTV,  Jalur Telepon, Ac,  Keamanan,  Jogging Track",4,4,184 m²,200 m²,1,rumah,shm - sertifikat hak milik,4400 mah,1,1,2,3,bagus sekali,semi furnished,,hos10320099,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11259465/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"2,55",Miliar,Andre Tjhia Meruya Rumah Bagus Ukuran 10x25 Lokasi Premium Jarang Ada,"Meruya, Jakarta Barat","Taman, Keamanan 24 jam, Akses Parkir,  Taman, Keamanan,  One Gate System, Track Lari, Tempat Jemuran,  Jogging Track",3,4,250 m²,340 m²,3,rumah,shm - sertifikat hak milik,2200 mah,1,1,2,2,baru,,,hos11259465,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11257512/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"3,65",Miliar,Townhouse Baru Murah Modern Classic Di Cilandak,"Cilandak, Jakarta Selatan","Keamanan 24 jam,  Taman, Jalur Telepon, One Gate System, Kitchen Set, AC, Tempat Jemuran",4,3,109 m²,200 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,1,,3,baru,semi furnished,,hos11257512,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10844290/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,"8,9",Miliar,Rumah Pik Bgm Jogging Track 10 x 23 Murah,"Pantai Indah Kapuk, Jakarta Utara","Ac, Keamanan",4,3,230 m²,450 m²,2,rumah,"lainnya (ppjb,girik,adat,dll)",,,1,2,3,bagus,semi furnished,,hos10844290,2012,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos9406758/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,16,Miliar,Rumah Golf Island Cluster Mozart 10x30 View Golf,"Pantai Indah Kapuk, Jakarta Utara","Taman, Keamanan",4,4,300 m²,750 m²,,rumah,"lainnya (ppjb,girik,adat,dll)",,1,1,,3,baru,unfurnished,,hos9406758,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos3212360/#qid~6d549e56-37b4-4dcb-b253-375543902dd7,Rp,25,Miliar,Rumah Mewah PIK Pantai Indah Kapuk Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Ac,4,4,580 m²,700 m²,,rumah,shm - sertifikat hak milik,6600 mah,,,2,3,bagus sekali,semi furnished,,hos3212360,2010,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos3212360/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,25,Miliar,Rumah Mewah PIK Pantai Indah Kapuk Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Ac,4,4,580 m²,700 m²,,rumah,shm - sertifikat hak milik,6600 mah,,,2,3,bagus sekali,semi furnished,,hos3212360,2010,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10358485/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"1,68",Miliar,Rumah 3 Lantai Desain Skandinavia Terlaris di Area Bintaro,"Bintaro, Jakarta Selatan","Taman,  Taman, Jalur Telepon,  Keamanan, CCTV",3,3,60 m²,132 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,,3,baru,unfurnished,barat,hos10358485,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos9604942/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,10,Miliar,Rumah Medit Boulevard Pantai Indah Kapuk Full Renov 9X30,"Pantai Indah Kapuk, Jakarta Utara","Taman, Keamanan 24 jam,  Taman,  Kolam Renang, Jalur Telepon, Track Lari,  CCTV, Kolam Renang, AC,  Keamanan,  Ac, CCTV,  Jogging Track",5,5,270 m²,700 m²,1,rumah,shm - sertifikat hak milik,,1,1,1,4,bagus sekali,semi furnished,timur,hos9604942,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos11167222/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,11,Miliar,"Dijual Rumah Bukit Golf Mediterania 230m2 Bgm, Pantai Indah Kapuk, Pik, Renov, Bagus Dan Rapi.","Pantai Indah Kapuk, Jakarta Utara","Keamanan 24 jam, Akses Parkir,  Taman,  CCTV, Kitchen Set,  AC, Wastafel, Track Lari, Tempat Jemuran",,,,,,rumah,,,,,,,,,,hos11167222,,3,2,230 m²,450 m²,,shm - sertifikat hak milik,1,1,,3,bagus,,selatan,,2010
https://www.rumah123.com/properti/jakarta-barat/hos10612659/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"2,34",Miliar,Rumah Bebas Banjir Dekat Cengkareng di Kembangan Baru Harga All In Kpr,"Kembangan Selatan, Jakarta Barat","Taman, Keamanan",,,,,,rumah,,,,,,,,,,hos10612659,,3,2,97 m²,120 m²,,shm - sertifikat hak milik,,,1,2,,unfurnished,,2200 mah,
https://www.rumah123.com/properti/jakarta-selatan/hos8958785/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"3,65",Miliar,Perumahan Mewah Di Cilandak Jaksel Lokasi Pinggir Jalan Raya,"Cilandak, Jakarta Selatan","Taman,  Masjid, Jalur Telepon,  Keamanan",3,2,104 m²,126 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,1,1,2,baru,unfurnished,utara,hos8958785,2021,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos11190875/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,14,Miliar,Rumah Mewah Murah harga di bawah NJOP Dekat Tol TB Simatupang,"Kebagusan, Jakarta Selatan"," Kolam Renang,  Taman, Jalur Telepon, Ac, Kolam Renang, AC,  Keamanan",6,5,1431 m²,500 m²,4,rumah,shm - sertifikat hak milik,16500 mah,,,2,2,bagus,semi furnished,barat,hos11190875,2015,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos10503306/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"2,64",Miliar,Rumah Minimalis Modern di Pomentia Residence Jagakarsa Harga All In Kpr,"Jagakarsa, Jakarta Selatan","Taman, Keamanan",4,4,110 m²,140 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,,1,2,bagus,unfurnished,,hos10503306,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10983860/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"6,75",Miliar,Rumah Pik2 10X18 - Dekat Danau & Playground,"Pantai Indah Kapuk, Jakarta Utara"," Kolam Renang, Keamanan 24 jam, Taman, Jogging Track,  Keamanan, Track Lari",4,4,180 m²,224 m²,2,rumah,,4400 mah,1,1,,2,baru,unfurnished,selatan,hos10983860,2021,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-utara/hos10905837/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"13,5",Miliar,Rumah Minimalis Katamaran PIK (9x25m),"Pantai Indah Kapuk, Jakarta Utara","Taman, Keamanan",6,4,225 m²,300 m²,1,rumah,shm - sertifikat hak milik,4400 mah,1,1,1,3,baru,unfurnished,timur,hos10905837,2018,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11187300/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"1,8",Miliar,Andre Tjhia Tanjung Duren Rumah Lokasi Premium Lebar Jalan 3 Mobil,"Tanjung Duren, Jakarta Barat","Taman, Track Lari, Tempat Jemuran, Keamanan 24 jam",2,2,56 m²,105 m²,1,rumah,shm - sertifikat hak milik,2200 mah,1,,,2,bagus,,selatan,hos11187300,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11187341/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"1,1",Miliar,Andre Tjhia Duri Kepa Rumah Ukuran 6x13 Jalan 1 Mobil Lega Harga Pas,"Duri Kepa, Jakarta Barat","Keamanan 24 jam, Tempat Jemuran, Akses Parkir",2,1,78 m²,100 m²,2,rumah,shm - sertifikat hak milik,2200 mah,,,,1,bagus,,selatan,hos11187341,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11187046/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"4,9",Miliar,"Rumah Permata Buana Luas tanah 144 m2, Full renovasi! Siap huni!","Permata Buana, Jakarta Barat"," Taman, Jalur Telepon, Kitchen Set, Keamanan,  AC, Wastafel,  Ac, Track Lari, Tempat Jemuran,  Jogging Track, Lapangan Tenis",3,2,144 m²,250 m²,,rumah,shm - sertifikat hak milik,5500 mah,1,1,2,2,sudah renovasi,semi furnished,utara,hos11187046,2014,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11185930/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"2,3",Miliar,Andre Tjhia Meruya Luxurious House High Celling Fasad Sangat Istimewa,"Meruya, Jakarta Barat",Keamanan 24 jam,3,3,125 m²,150 m²,3,rumah,shm - sertifikat hak milik,2200 mah,1,1,,2,baru,,,hos11185930,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11185975/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"2,3",Miliar,Andre Tjhia Meruya Luxurious House High Celling Fasad Sangat Istimewa,"Meruya, Jakarta Barat","Taman, Track Lari, Tempat Jemuran, Keamanan 24 jam",3,3,125 m²,150 m²,3,rumah,shm - sertifikat hak milik,2200 mah,1,1,,2,baru,,,hos11185975,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11185956/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"1,55",Miliar,Andre Tjhia Meruya Luxurious House High Celling Fasad Sangat Istimewa,"Meruya, Jakarta Barat",Keamanan 24 jam,3,3,60 m²,85 m²,3,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,,,hos11185956,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11186006/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"1,85",Miliar,Andre Tjhia Meruya 5x16 Luxurious House High Celling Fasad Sangat Istimewa,"Meruya, Jakarta Barat","Taman, Tempat Jemuran, Keamanan, Keamanan 24 jam",3,3,80 m²,120 m²,3,rumah,shm - sertifikat hak milik,2200 mah,,,,2,baru,,,hos11186006,2022,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-barat/hos11186069/#qid~8ba85171-8d56-4e8d-8bef-d93d19712d06,Rp,"2,15",Miliar,Andre Tjhia Meruya Luxurious House Sangat Istimewa Lokasi Premium Nego,"Meruya, Jakarta Barat","Taman, Tempat Jemuran, Keamanan, Keamanan 24 jam",3,3,125 m²,150 m²,3,rumah,shm - sertifikat hak milik,2200 mah,1,1,,2,baru,,,hos11186069,2022,,,,,,,,,,,,,,,
