url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,carport,tipe properti,sertifikat,daya listrik,km. pembantu,garasi,jumlah lantai,tahun dibangun,kondisi properti,kondisi perabotan,hadap,id iklan,kt. pembantu,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,maid bedrooms,maid bathrooms,garages,floors,building age,property condition,furnishing,building orientation
https://www.rumah123.com/properti/tangerang/hos11302015/#qid~38dbf9b9-7fc2-4646-bdd9-bab0cc8409ce,Rp,"2,05",Miliar,Cluster Andara Suvarna Sutera Siap Huni Semi Furnish Siap Huni,"Cikupa, Tangerang","Taman,  One Gate System, Keamanan 24 jam",3,3,180 m²,139 m²,2,rumah,shm - sertifikat hak milik,,,,2,,bagus,,,hos11302015,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11278335/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"4,25",Miliar,Puri Ayu Suvarna Padi golf estate Hunian modern di Cluster Premium di Suvarna padi golf boulevard,"Cikupa, Tangerang","Jogging Track, Tempat Jemuran, One Gate System, Keamanan, Keamanan 24 jam, Track Lari",4,4,420 m²,316 m²,2,rumah,,2200 mah,1,2,2,,bagus,unfurnished,selatan,hos11278335,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10248223/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"4,27",Miliar,"DAPAT TANAH EXTRA Best Price, Hadap Timur, Posisi Sangat Strategis, Rumah Mewah Alam Sutera","Alam Sutera, Tangerang"," Keamanan, Kolam Renang,  Taman, Jogging Track,  CCTV,  AC,  Jalur Telepon",4,3,200 m²,155 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,,2,2021,baru,semi furnished,timur,hos10248223,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos9891081/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"12,4",Miliar,"Rumah Premium Special, Hadap Tenggara, Terbesar di Cluster","Alam Sutera, Tangerang"," Keamanan, CCTV,  Jogging Track, Track Lari,  Kolam Renang, Taman",5,4,320 m²,390 m²,3,rumah,shm - sertifikat hak milik,5500 mah,1,,3,2021,bagus sekali,unfurnished,tenggara,hos9891081,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11298076/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,4,Miliar,"Cluster di Bsd Model Mirip Zora Dekat Aeon, Tol, Stasiun","BSD, Tangerang","CCTV, Tempat Jemuran, Keamanan 24 jam, Wastafel,  CCTV, Taman,  One Gate System,  Playground",5,4,112 m²,180 m²,2,rumah,shm - sertifikat hak milik,,1,,3,,baru,unfurnished,selatan,hos11298076,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos6914800/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"5,35",Miliar,RUMAH FULL MARMER DEPAN CLUB HOUSE SUTERA WINONA ALAM SUTERA HARGA TERBAIK,"Alam Sutera, Tangerang"," Ac,  Keamanan, Kolam Renang,  Taman, CCTV, Jogging Track, Taman, Jalur Telepon, Keamanan 24 jam, AC,  CCTV, Track Lari,  Kolam Renang,  Jalur Telepon",6,6,126 m²,231 m²,,rumah,shm - sertifikat hak milik,3500 mah,1,2,3,2020,baru,furnished,tenggara,hos6914800,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10867697/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,750,Juta,Rumah Siap Kpr Area Serpong Dekat Aeon Mall di Serpong Garden Harga All In,"Cisauk, Tangerang","Keamanan, Taman",3,1,72 m²,57 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,2,,bagus,unfurnished,barat laut,hos10867697,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11134494/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,17,Miliar,Rumah Mewah Sultan di Cluster Lyndon Type 12 Bsd City,"BSD City, Tangerang","Kitchen Set, Keamanan 24 jam, AC, Track Lari, Taman",5,5,396 m²,465 m²,,rumah,,,,,3,,bagus,semi furnished,,hos11134494,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11215339/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,4,Miliar,TANYA TANYA RUMAH BARU INI YUK! RUMAH MEWAH 3 LANTAI SEBRANG MALL DAN SEKOLAH,"BSD City, Tangerang"," Taman, CCTV, Lapangan Tenis, Jogging Track, Tempat Jemuran, Jalur Telepon, Keamanan, Akses Parkir, Keamanan 24 jam, Wastafel,  CCTV, Track Lari,  Playground,  Kolam Renang,  One Gate System,  Jalur Telepon",4,4,128 m²,183 m²,2,rumah,shm - sertifikat hak milik,4400 mah,1,,3,2022,bagus,unfurnished,selatan,hos11215339,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612920/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"2,4",Miliar,Rumah Strategis Bebas Banjir di Cluster Angelonia Siap Kpr Harga All In,"Pagedangan, Tangerang","Keamanan, Taman",3,2,161 m²,200 m²,,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10612920,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612802/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,960,Juta,Rumah Strategis Bisa Kpr Dekat Ciledug di Duta Bintaro Bebas Banjir Harga All In,"Pinang, Tangerang","Keamanan, Taman",3,1,103 m²,90 m²,,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,,unfurnished,,hos10612802,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11036757/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,660,Juta,Rumah Siap Kpr di Perum Dasana Indah Dekat Summarecon Harga All In,"Kelapa Dua, Tangerang","Keamanan, Taman",3,2,60 m²,72 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,,1,,bagus,unfurnished,barat,hos11036757,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612679/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"2,4",Miliar,Rumah Strategis Harga All In Bisa Kpr di Cluster Angelonia Dekat Lippo Karawaci,"Pagedangan, Tangerang","Keamanan, Taman",3,2,161 m²,200 m²,,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10612679,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612560/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,960,Juta,Rumah Strategis Siap Kpr Dekat Alam Sutera Bebas Banjir Harga All In,"Pinang, Tangerang","Keamanan, Taman",3,1,103 m²,90 m²,,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,,unfurnished,,hos10612560,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612520/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,899,Juta,Rumah Strategis Siap Kpr Dekat Bsd Di Perum Bukit Nusa Indah Harga All In,"BSD, Tangerang","Keamanan, Taman",2,2,83 m²,50 m²,,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,bagus,unfurnished,,hos10612520,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612643/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"1,02",Miliar,Rumah Strategis Siap Kpr di Perum Serpong Garden 2 Dekat Bsd City Harga All In,"Cisauk, Tangerang","Keamanan, Taman",2,2,84 m²,54 m²,,rumah,,1300 mah,,1,1,,,unfurnished,,hos10612643,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11229613/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"6,66",Miliar,"Rumah SMARTHOME Cluster Sultan di ALAM SUTERA, AMERICAN CLASSIC","Alam Sutera, Tangerang"," Ac,  Keamanan,  Jogging Track, Kolam Renang,  Pemanas Air, Tempat Jemuran, Lapangan Basket, Kitchen Set, Wastafel,  CCTV, Track Lari, Taman,  AC",5,4,144 m²,277 m²,1,rumah,shm - sertifikat hak milik,5500 mah,1,2,3,2022,baru,semi furnished,selatan,hos11229613,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11036772/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,660,Juta,Rumah Strategis di Perum Dasana Indah Dekat Summarecon Harga All In Kpr,"Kelapa Dua, Tangerang","Keamanan, Taman",3,2,60 m²,72 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,,1,,bagus,unfurnished,barat,hos11036772,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612484/#qid~a504aed0-5c3c-4f5f-8339-d8321a12bffa,Rp,"2,8",Miliar,Rumah 2 Lantai Bebas Banjir Dekat Alam Sutera Di Komplek Regensi Melati Mas Bisa Kpr,"Alam Sutera, Tangerang","Keamanan, Taman",4,4,157 m²,270 m²,,rumah,shm - sertifikat hak milik,4400 mah,,1,2,,bagus,unfurnished,,hos10612484,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10612652/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"3,12",Miliar,Rumah Luas Strategis The Eminent Bsd Siap Huni Bisa Kpr Harga All In,"Pagedangan, Tangerang","Keamanan, Taman",3,3,128 m²,144 m²,,rumah,,2200 mah,,1,2,,bagus,unfurnished,,hos10612652,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11225675/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,26,Miliar,Rumah mewah di alam sutera full furnish 2 Lantai,"Alam Sutera, Tangerang"," Mesin Cuci, Kulkas,  Kitchen Set, CCTV,  Taman,  Pemanas Air, Ac, Wastafel,  CCTV, Taman,  AC",,,765 m²,650 m²,3,rumah,shm - sertifikat hak milik,10600 mah,,2,2,2018,bagus,,utara,hos11225675,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos9717912/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,3,Miliar,Rumah Bagus 3 Lantai Di Ayodhya Garden 2 Type Willow,"Tangerang Kota, Tangerang"," Keamanan,  Jogging Track, Ac,  Kolam Renang, Taman",4,3,112 m²,194 m²,2,rumah,,,1,,3,,baru,semi furnished,,hos9717912,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos8837622/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"10,2",Miliar,Rumah Mewah Siap Huni @Sutera Palma Alam Sutera,"Alam Sutera, Tangerang",Kolam Renang,5,5,350 m²,750 m²,,rumah,,,1,,2,2018,bagus sekali,,,hos8837622,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11079984/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"3,2",Miliar,Rumah Favorite The Icon BSD City,"BSD, Tangerang"," Ac,  Keamanan,  Jogging Track, CCTV, Jalur Telepon, Keamanan 24 jam, AC,  CCTV, Track Lari,  Kolam Renang, Taman",4,3,169 m²,200 m²,2,rumah,shm - sertifikat hak milik,5500 mah,1,,2,,bagus sekali,semi furnished,,hos11079984,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11204904/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"7,4",Miliar,Hot Property Rumah Mewah Nava Park Lancewood Bsd City,"BSD City, Tangerang"," Taman, Akses Parkir, AC, Keamanan 24 jam, Track Lari, Taman",4,3,220 m²,285 m²,2,rumah,shm - sertifikat hak milik,,,2,3,,bagus,furnished,,hos11204904,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11207470/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"12,5",Miliar,Fully Furnish Rumah Super Mewah Giri Loka Bsd City,"BSD Giri Loka, Tangerang","Kolam Renang,  Taman, Akses Parkir, Keamanan 24 jam, AC,  Kolam Renang, Taman",3,3,300 m²,600 m²,2,rumah,shm - sertifikat hak milik,,1,2,4,,bagus,furnished,,hos11207470,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10733210/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"1,53",Miliar,Rumah Strategis Di Moderland Bebas Banjir Harga All In Siap Kpr,"Pinang, Tangerang","Keamanan, Taman",2,2,90 m²,95 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,,2,,bagus,unfurnished,,hos10733210,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10702090/#qid~f9356703-f3ad-4ea8-ae31-5dd51c017da6,Rp,"1,2",Miliar,Rumah Cantik Asri Bisa Kpr di Komplek Kaisar Dekat Bsd Harga All In,"BSD, Tangerang","Keamanan, Taman",3,2,80 m²,80 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,1,2,,bagus,unfurnished,,hos10702090,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10703434/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,44",Miliar,Rumah Asri Bebas Banjir Di Gading Serpong Strategis Harga All In Siap Kpr,"Gading Serpong, Tangerang","Keamanan, Taman",2,2,120 m²,102 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,bagus,unfurnished,,hos10703434,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10660918/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,06",Miliar,Rumah Bebas Banjir Area Cikupa Citra Raya Harga All In Siap Kpr,"Cikupa Citra Raya, Tangerang","Keamanan, Taman",,,,,,rumah,,,,,,,,,,hos10660918,,3,2,119 m²,74 m²,1,shm - sertifikat hak milik,1300 mah,,,1,1,,bagus,unfurnished,
https://www.rumah123.com/properti/tangerang/hos10597288/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,630,Juta,Rumah Siap Kpr di Graha Raflesia Cikupa Bebas Banjir Harga All In Nego,"Cikupa, Tangerang","Keamanan, Taman",,,,,,rumah,,,,,,,,,,hos10597288,,2,2,72 m²,40 m²,1,shm - sertifikat hak milik,1300 mah,,,1,1,,bagus,unfurnished,
https://www.rumah123.com/properti/tangerang/hos10367127/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"4,68",Miliar,Rumah Bebas Banjir The Green Blossomville Dekat Bsd Harga All In Kpr,"BSD, Tangerang","Keamanan, Taman",3,3,250 m²,195 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10367127,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10364527/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,32",Miliar,Rumah 2 Lantai Harga All In Kpr di Komplek Sekretariat Negara Bebas Banjir,"Gading Serpong, Tangerang","Keamanan, Taman",6,2,91 m²,170 m²,1,rumah,,2200 mah,,1,2,,bagus,unfurnished,,hos10364527,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10142802/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,960,Juta,Rumah Strategis Dekat Tol Cikupa di Suvarna Sutera Harga All In Nego Siap Kpr,"Cikupa, Tangerang","Keamanan, Taman",2,1,119 m²,62 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,1,,bagus,semi furnished,,hos10142802,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10162980/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,900,Juta,Rumah Dekat Serpong Bebas Banjir Harga All In Kpr Bisa Nego,"Pengasinan, Tangerang","Keamanan, Taman",2,1,81 m²,45 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,sudah renovasi,semi furnished,utara,hos10162980,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10288826/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,44",Miliar,Rumah Asri Bebas Banjir Di Citra Raya Harga All In Nego Siap Kpr,"Cikupa Citra Raya, Tangerang","Keamanan, Taman",4,2,164 m²,100 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,1,,,unfurnished,,hos10288826,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos9932403/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,650,Juta,Rumah Siap Huni di Grand View Karawaci Harga All In Kpr Bisa Nego,"Gading Serpong, Tangerang","Keamanan, Taman",2,1,72 m²,36 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,,1,,bagus,furnished,,hos9932403,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos9909680/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,25",Miliar,Rumah Dekat Bsd di Serpong Park Bebas Banjir Harga All In Siap Kpr,"BSD City, Tangerang","Keamanan, Taman",3,2,90 m²,65 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,bagus,unfurnished,selatan,hos9909680,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10425660/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,02",Miliar,Rumah Strategis Siap Kpr di Serpong Garden Dekat Bsd Harga All In Nego,"Cisauk, Tangerang","Keamanan, Taman",2,2,84 m²,54 m²,1,rumah,,1300 mah,,1,1,,,unfurnished,,hos10425660,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11156216/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"8,82",Miliar,"Rumah HOEK LUASSS 3 LANTAI Lokasi TERBAIK ALAM SUTERA, PASTI SUKA","Alam Sutera, Tangerang"," Ac,  Keamanan, CCTV,  Jogging Track, Kolam Renang,  Taman,  Pemanas Air, Tempat Jemuran, Lapangan Basket, Kitchen Set, Wastafel,  CCTV, Track Lari,  AC",5,4,215 m²,287 m²,1,rumah,shm - sertifikat hak milik,5500 mah,1,3,3,2022,baru,semi furnished,barat daya,hos11156216,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11154864/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"4,44",Miliar,RUMAH PINTAR ALAM SUTERA DI TENGAH CBD,"Alam Sutera, Tangerang"," Ac,  Keamanan, CCTV,  Taman, Jogging Track, Tempat Jemuran, Jalur Telepon,  Pemanas Air, Lapangan Basket, Kitchen Set, Wastafel,  CCTV, Track Lari,  Kolam Renang,  AC,  Jalur Telepon",4,3,108 m²,195 m²,1,rumah,shm - sertifikat hak milik,3500 mah,1,2,3,2022,baru,semi furnished,tenggara,hos11154864,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11154559/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"13,8",Miliar,"Rumah Mewah Alam Sutera, Baru, Minimalis Modern, Hoek","Alam Sutera, Tangerang","Tempat Gym,  Taman, Tempat Jemuran, Jalur Telepon, Akses Parkir, Kitchen Set, Keamanan 24 jam, Wastafel,  CCTV, Track Lari,  Kolam Renang,  One Gate System,  AC,  Playground",6,7,473 m²,705 m²,2,rumah,shm - sertifikat hak milik,13200 mah,1,2,1,2021,baru,semi furnished,timur,hos11154559,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10537434/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"6,93",Miliar,"Rumah Mewah gading Serpong, Baru, Modern Tropis, Minimalis Premium","Gading Serpong, Tangerang"," Ac,  Jogging Track, Kolam Renang,  Taman, Keamanan,  CCTV,  Jalur Telepon",4,4,216 m²,283 m²,2,rumah,,7700 mah,1,,2,2022,baru,unfurnished,selatan,hos10537434,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10367447/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"2,4",Miliar,Rumah Luas Siap Kpr di Cluster Angelonia Dekat Tol Tangerang Harga All In,"Pagedangan, Tangerang","Keamanan, Taman",3,2,161 m²,200 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10367447,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10542775/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,960,Juta,Rumah Minimalis Unit Pojokan Siap Kpr di Duta Bintaro Harga All In,"Pinang, Tangerang","Keamanan, Taman",3,1,103 m²,90 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,1,1,,bagus,unfurnished,,hos10542775,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10425581/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"1,02",Miliar,Rumah Minimalis Bebas Banjir di Perum Serpong Garden 2 Harga All In Kpr,"Cisauk, Tangerang","Keamanan, Taman",2,2,84 m²,54 m²,1,rumah,,1300 mah,,1,1,,,unfurnished,,hos10425581,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10413302/#qid~0d78ec8f-2f33-4d41-aaca-448f4c257d84,Rp,"3,12",Miliar,Rumah Luas Harga All In Kpr The Eminent Bsd Bebas Banjir Bisa Nego,"BSD, Tangerang","Keamanan, Taman",3,3,128 m²,144 m²,1,rumah,,4400 mah,,1,2,,bagus,unfurnished,utara,hos10413302,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10613101/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"2,4",Miliar,Rumah Luas di Cluster Angelonia Dekat Tol Tangerang Siap Kpr Harga All In,"Pagedangan, Tangerang","Keamanan, Taman",3,2,161 m²,200 m²,,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10613101,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10613137/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"1,02",Miliar,Rumah Minimalis Bebas Banjir di Perum Serpong Garden 2 Harga All In Kpr,"Cisauk, Tangerang","Keamanan, Taman",2,2,84 m²,54 m²,,rumah,hgb - hak guna bangunan,1300 mah,,1,1,,,unfurnished,,hos10613137,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10509532/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,828,Juta,Rumah 2 lantai Super murah dekat stasiun parung panjang,"Pagedangan, Tangerang"," Ac,  Keamanan, CCTV,  Jogging Track, Kolam Renang,  Taman, Jalur Telepon, AC, Track Lari,  Jalur Telepon",3,2,60 m²,62 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,2,2022,baru,unfurnished,,hos10509532,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos9737772/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,796,Juta,Rumah Cantik Asri Dekat stasiun KRL BSD city,"BSD, Tangerang"," Ac,  Keamanan,  Taman, CCTV, Jogging Track, Jalur Telepon, Keamanan 24 jam, AC,  CCTV, Track Lari,  Kolam Renang, Taman",2,1,60 m²,30 m²,1,rumah,shm - sertifikat hak milik,1300 mah,,1,1,2022,baru,unfurnished,,hos9737772,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos3324048/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"2,32",Miliar,Rumah Mewah luas 5 kamar tidur 4 kamar mandi   serpong,"Gading Serpong, Tangerang"," Ac,  Jogging Track, Kolam Renang,  Taman, CCTV, Jalur Telepon, Taman, Keamanan, Keamanan 24 jam, AC,  CCTV, Track Lari,  Kolam Renang,  Jalur Telepon",5,4,120 m²,126 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,2,2,2022,baru,unfurnished,,hos3324048,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos6445366/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"4,44",Miliar,RUMAH VIEW DANAU MARMER! SUTERA WINONA ALAM SUTERA,"Alam Sutera, Tangerang"," Ac,  Keamanan,  Jogging Track, Kolam Renang,  Taman, CCTV, Jalur Telepon, Keamanan 24 jam, AC,  CCTV, Track Lari,  Kolam Renang, Taman",5,4,108 m²,195 m²,2,rumah,shm - sertifikat hak milik,3500 mah,1,4,2,2022,baru,semi furnished,timur,hos6445366,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11151510/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"6,66",Miliar,RUMAH AMERICAN CLASSIC DI CBD ALAM SUTERA. LOKASI TERBAIK & MEWAH,"Alam Sutera, Tangerang"," Ac,  Keamanan,  Jogging Track, Kolam Renang,  Taman,  Pemanas Air, Tempat Jemuran, Jalur Telepon, Lapangan Basket, Kitchen Set, Wastafel,  CCTV, Track Lari,  Kolam Renang,  AC",5,4,144 m²,277 m²,1,rumah,shm - sertifikat hak milik,5500 mah,1,2,3,2021,baru,semi furnished,selatan,hos11151510,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos7765800/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"3,83",Miliar,1 MIN TO ST. LAURENSIA & MALL LIVING WORLD SUTERA NARADA ALAM SUTERA,"Alam Sutera, Tangerang"," Keamanan, CCTV,  Jogging Track,  Taman, Kolam Renang, Jalur Telepon, Taman, Keamanan 24 jam, Ac, AC, Track Lari,  Kolam Renang,  Jalur Telepon",5,4,105 m²,135 m²,2,rumah,shm - sertifikat hak milik,2200 mah,1,4,2,2021,baru,semi furnished,selatan,hos7765800,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10577743/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"1,2",Miliar,Rumah Strategis Dekat Bsd City Bebas Banjir Harga All In Kpr,"BSD City, Tangerang","Keamanan, Taman",2,2,72 m²,71 m²,1,rumah,shm - sertifikat hak milik,2200 mah,,1,2,,,unfurnished,,hos10577743,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10622610/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"3,84",Miliar,Rumah Modern Di Qb Townhouse Dekat Bsd Harga All In Siap Kpr,"BSD City, Tangerang","Keamanan, Taman",4,4,185 m²,181 m²,1,rumah,shm - sertifikat hak milik,4400 mah,,1,2,,bagus,unfurnished,,hos10622610,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos11064248/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"7,67",Miliar,"Brand New House Mewah, Keren, Bagus Di Alam Sutera . Yl","Alam Sutera, Tangerang","Jalur Telepon, Taman, AC",4,4,230 m²,540 m²,2,rumah,,,1,2,2,,bagus,,utara,hos11064248,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/tangerang/hos10605519/#qid~061b8866-ab27-4e79-90a6-dbd1e834c9d9,Rp,"4,2",Miliar,Rumah Modern Lokasi Strategis Di Modernland Premier Park Harga All In Bisa Kpr,"Tangerang Kota, Tangerang","Keamanan, Taman",6,3,210 m²,300 m²,1,rumah,shm - sertifikat hak milik,4400 mah,,1,2,,bagus,unfurnished,,hos10605519,,,,,,,,,,,,,,,,
