url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,carport,tipe properti,sertifikat,daya listrik,jumlah lantai,tahun dibangun,kondisi properti,kondisi perabotan,hadap,id iklan,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,floors,building age,property condition,furnishing,building orientation,garasi,kt. pembantu,maid bedrooms,km. pembantu,garages,maid bathrooms
https://www.rumah123.com/properti/depok/hos10351203/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,"3,5",Miliar,#NEWLYRENOVATED# RUMAH SIAP HUNI DALAM KOMPLEK DEKAT LIVING PLAZA,"Cinere, Depok"," Jalur Telepon,  Ac, Masjid,  Taman, Keamanan",4,4,200 mÂ²,365 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos10351203,,,,,,,,,,,,,1,1,,1,,
https://www.rumah123.com/properti/depok/hos10628016/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,"1,44",Miliar,Rumah Siap Huni Akses 2 Mobil Lega Dekat Tol Kukusan Beji Depok,"Beji, Depok"," Ac,  Jogging Track, Track Lari,  Taman, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,3,97 mÂ²,130 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur,hos10628016,,,,,,,,,,,,,2,1,,,,
https://www.rumah123.com/properti/depok/hos11336748/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,370,Juta,RUMAH MEWAH DENGAN DESAIN EROPA MURAH DI CITAYAM,"Citayam, Depok","Tempat Jemuran,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam, Taman, Wastafel,  Masjid, Keamanan",,1,65 mÂ²,36 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2025,baru,unfurnished,selatan,hos11336748,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11343275/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,917,Juta,Rumah Siap Huni Di Sawangan Hanya 900 Jutaan Aja,"Sawangan, Depok","Tempat Jemuran, Track Lari, Tempat Gym,  One Gate System,  Kolam Renang, Kitchen Set, Akses Parkir, Keamanan 24 jam,  Taman,  CCTV,  Playground, Wastafel, Jalur Telepon",2,1,84 mÂ²,45 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2021,baru,unfurnished,,hos11343275,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11314343/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,"1,57",Miliar,Rumah 1 Lantai Habis Renovasi Surat SHM Di Graha Cinere,"Cinere, Depok","Tempat Jemuran, Keamanan, Keamanan 24 jam, Taman",3,1,112 mÂ²,56 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,1,,bagus,unfurnished,,hos11314343,,,,,,,,,,,,,,1,,1,,
https://www.rumah123.com/properti/depok/hos11274197/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,950,Juta,RUMAH SIAP HUNI DI EXIT TOL PAMULANG,"Sawangan, Depok"," Jalur Telepon,  Jogging Track, Track Lari,  CCTV, Ac, Taman, AC, CCTV, Jalur Telepon,  Keamanan",4,2,70 mÂ²,118 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11274197,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11274646/#qid~9ce4817e-4140-4eb8-a138-c33b7ee58a54,Rp,970,Juta,RUMAH MURAH DI EXITE TOL PAMULANG,"Cinere, Depok"," Jalur Telepon,  Ac,  Jogging Track, Track Lari, Masjid,  Taman,  CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",3,2,70 mÂ²,115 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11274646,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11274577/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,955,Juta,RUMAH MODERN SIAP HUNI DI EXITE TOLL PAMULANG,"Sawangan, Depok"," Jalur Telepon,  Jogging Track, Track Lari,  Taman, Ac, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,70 mÂ²,115 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11274577,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11274331/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"1,73",Miliar,"Rumah strategis selangkah ke tol, margo city, ui","Margonda, Depok","Tempat Jemuran,  Ac, Taman, Wastafel, AC, Keamanan",3,3,80 mÂ²,100 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11274331,,,,,,,,,,,,,,1,,1,,
https://www.rumah123.com/properti/depok/hos10891768/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"1,87",Miliar,Rumah Mewah Pinggir Jl Raya Sawangan,"Sawangan, Depok"," Jalur Telepon,  Jogging Track, Track Lari,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang,  Taman,  CCTV, Taman,  Masjid, CCTV, Jalur Telepon, Keamanan",4,4,124 mÂ²,135 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos10891768,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10662305/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,285,Juta,Rumah di Sawangan Harga Terjangkau,"Sawangan, Depok"," Jalur Telepon,  Ac,  Kolam Renang,  Taman, Jogging Track,  Masjid, CCTV,  Keamanan",2,1,63 mÂ²,40 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,semi furnished,selatan,hos10662305,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos10942635/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"1,95",Miliar,Rumah Asri Siap Huni Dalam Town House Di Cinere Dekat Toll Brigif,"Cinere, Depok"," Jogging Track, Track Lari,  Kolam Renang, Masjid,  Taman, Ac, Taman, AC,  Keamanan",4,2,120 mÂ²,180 mÂ²,1,rumah,shm - sertifikat hak milik,3500 mah,2,2012,bagus,semi furnished,utara,hos10942635,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11265520/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,556,Juta,Rumah 2 Lantai di Tengah Kota Depok Dekat Stasiun Depok Baru,"Sukmajaya, Depok","Tempat Jemuran, Taman, AC",2,2,55 mÂ²,55 mÂ²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,,hos11265520,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11265595/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,410,Juta,Rumah Ala Pedesaan Eropa di Citayam Dekat Rs Citama,"Citayam, Depok","Tempat Jemuran, Keamanan 24 jam, Taman, Wastafel, AC",2,1,74 mÂ²,36 mÂ²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,,unfurnished,,hos11265595,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10954676/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"1,33",Miliar,Rumah Idaman Anak Muda Cluster Premium Mewah Eksklusif  Lokasi Premium Sangat Dekat Ke Mall Dan Toll,"Sawangan, Depok"," Jalur Telepon,  Jogging Track,  Kolam Renang,  Taman, Ac,  Masjid, CCTV,  Keamanan",,,84 mÂ²,75 mÂ²,,rumah,shm - sertifikat hak milik,2200 mah,1,2022,baru,semi furnished,selatan,hos10954676,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10879268/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,799,Juta,Rumah 2 Lantai Nyaman Nuansa Bali Dekat Pintu Tol Pamulang,"Cinangka, Depok"," Jalur Telepon,  Ac,  Jogging Track, Masjid,  Taman,  CCTV, Keamanan",3,2,70 mÂ²,60 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,utara,hos10879268,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos8175668/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"1,45",Miliar,Rumah Siap Huni Akses 2 Mobil 5 Menit Ke Tol Kukusan Beji Depok,"Tanah Baru, Depok"," Jalur Telepon,  Jogging Track,  AC, Masjid, Kitchen Set,  CCTV, Wastafel, Jalur Telepon, Tempat Jemuran,  Akses Parkir,  One Gate System, Keamanan 24 jam,  Taman,  Tempat Laundry, Ac, Taman,  Masjid,  Keamanan, Track Lari",3,3,98 mÂ²,130 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos8175668,,,,,,,,,,,,,2,1,,,,
https://www.rumah123.com/properti/depok/hos9676604/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,725,Juta,Rumah Nyaman Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,"Beji, Depok"," Jalur Telepon,  Ac, Tempat Jemuran,  Akses Parkir,  One Gate System, AC, Track Lari, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, Jogging Track, Jalur Telepon,  Keamanan",2,2,50 mÂ²,50 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos9676604,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos10710219/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,575,Juta,Murah Rumah Cluster di Kukusan Beji Depok,"Kukusan, Depok",Taman,2,1,46 mÂ²,36 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,,baru,unfurnished,,hos10710219,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11198041/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,900,Juta,Rumah Mewah Strategis Selangkah Ke Tol Kukusan Beji Depok,"Tanah Baru, Depok","Tempat Jemuran,  Ac,  Akses Parkir,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,60 mÂ²,75 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2022,baru,unfurnished,,hos11198041,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11194903/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"2,49",Miliar,Di Pinggir Jalan Raya Utama Rumah 2 lantai Bebas Banjir,"Sawangan, Depok","Tempat Jemuran,  Ac,  Jogging Track, Lapangan Bulu Tangkis,  Track Lari,  Kolam Renang,  AC, Kitchen Set,  Taman,  CCTV, Taman, Wastafel,  Pemanas Air,  Tempat Gym,  Masjid, Jalur Telepon,  Keamanan, Lapangan Basket",4,4,158 mÂ²,133 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,utara,hos11194903,,,,,,,,,,,,,2,1,,1,,
https://www.rumah123.com/properti/depok/hos11194695/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,"2,28",Miliar,Bebas Banjir Rumah 2 Lantai di Pinggir Jalan Raya Utama,"Sawangan, Depok"," Jalur Telepon,  Jogging Track, Tempat Jemuran, Lapangan Bulu Tangkis,  Track Lari,  Kolam Renang,  AC, Kitchen Set,  Taman,  CCTV, Ac, Wastafel,  Pemanas Air,  Tempat Gym, CCTV, Jalur Telepon,  Keamanan, Lapangan Basket",3,3,142 mÂ²,126 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,selatan,hos11194695,,,,,,,,,,,,,2,1,,1,,
https://www.rumah123.com/properti/depok/hos11061417/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,799,Juta,Rumah 2 Lantai 900 Meter Ke Pintu Tol di Pancoran Mas,"Pancoran Mas, Depok"," Jalur Telepon,  Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",3,2,70 mÂ²,74 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,,hos11061417,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11069611/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,930,Juta,Rumah 2 Lantai Scandinavian Dekat Tol Sawangan Krukut,"Pancoran Mas, Depok","Tempat Jemuran,  One Gate System, Keamanan 24 jam,  Taman, Taman, AC, Jalur Telepon",3,2,72 mÂ²,80 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos11069611,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11050088/#qid~e19a6201-f35d-46d3-b41d-ad1925e9277b,Rp,775,Juta,Rumah di Depok 3 Kamar Dekat Sd Al Azhar Kawasan Gdc Depok,"Cilodong, Depok",Taman,3,2,67 mÂ²,65 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,utara,hos11050088,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11132495/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,895,Juta,Rumah 2 Lantai Nyaman Berkualitas Dekat Pintu Tol,"Pancoran Mas, Depok","AC,  Ac, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, Jogging Track,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,3,68 mÂ²,90 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos11132495,,,,,,,,,,,,,2,,,,,
https://www.rumah123.com/properti/depok/hos11132478/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,775,Juta,Rumah Nyaman Tanah Luas Dekat Pintu Tol Pancoran Mas,"Pancoran Mas, Depok"," Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,91 mÂ²,70 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2022,baru,unfurnished,,hos11132478,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos10794128/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,725,Juta,Rumah Murah di Depok dekat Stasiun dan Pintu Tol Depok,"Pancoran Mas, Depok","Ac, Taman",2,1,68 mÂ²,42 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,1,2022,bagus,unfurnished,utara,hos10794128,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos8449170/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,"1,3",Miliar,Rumah Murah  Di Tanah Baru-Beji-Depok siap huni,"Tanah Baru, Depok","Ac, Taman",3,3,98 mÂ²,130 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2021,baru,semi furnished,timur,hos8449170,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11130573/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,800,Juta,Rumah 2 Lantai SHM Semi Furnished di Rangkapan jaya,"Pancoran Mas, Depok"," Jalur Telepon,  Ac, AC, Track Lari,  Taman,  CCTV, Taman, Jogging Track,  Masjid, CCTV, Jalur Telepon, Keamanan",3,2,70 mÂ²,72 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur,hos11130573,,,,,,,,,,,,,2,,,,,
https://www.rumah123.com/properti/depok/hos9874433/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,800,Juta,rumah Mewah Bagus Sekali  Cepat Dan Muraah Cipayung Depok,"Cipayung, Depok","Masjid, Jalur Telepon,  Keamanan,  Taman",3,3,109 mÂ²,144 mÂ²,2,rumah,shm - sertifikat hak milik,1300 mah,2,2018,bagus sekali,unfurnished,selatan,hos9874433,,,,,,,,,,,,,2,,,,,
https://www.rumah123.com/properti/depok/hos11063024/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,3,Miliar,Rumah modern dalam kompleks dekat pintu tol Brigif,"Cinere, Depok","Keamanan, Taman,  Kolam Renang",3,3,250 mÂ²,225 mÂ²,1,rumah,shm - sertifikat hak milik,3500 mah,2,2015,bagus sekali,unfurnished,barat,hos11063024,,,,,,,,,,,,,1,1,,1,,
https://www.rumah123.com/properti/depok/hos11071138/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,"2,5",Miliar,Rumah hitung tanah di Jalan raya bogor Bagus untuk usaha SHM,"Cimanggis, Depok",Jalur Telepon,2,1,218 mÂ²,45 mÂ²,4,rumah,shm - sertifikat hak milik,2200 mah,1,,bagus,,,hos11071138,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11335872/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,70,Juta,Rumah Murah Booking Sekarang 2 Juta,"Cilodong, Depok","Tempat Jemuran,  One Gate System,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman, Wastafel, Jalur Telepon",2,2,78 mÂ²,45 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2020,baru,unfurnished,,hos11335872,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11334656/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,473,Juta,10 Menit Stasiun Citayam Rumah 1 Lantai Ala Eropa,"Citayam, Depok","Tempat Jemuran, Track Lari,  One Gate System, Keamanan 24 jam,  Taman, Taman, Wastafel, AC,  Kolam Ikan, Jalur Telepon",2,1,72 mÂ²,36 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,,hos11334656,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11334781/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,501,Juta,Rumah Sejuk Ala Pedesaan Pinggir Jalan Raya Dekat Stasiun Citayam,"Citayam, Depok","Tempat Jemuran, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, AC",2,1,85 mÂ²,36 mÂ²,2,rumah,shm - sertifikat hak milik,1300 mah,1,2022,,furnished,,hos11334781,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11335220/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,651,Juta,Rumah 2 Lantai di Sukmajaya Depok Dekat Simpangan Depok,"Sukmajaya, Depok","Tempat Jemuran, Track Lari,  One Gate System, Keamanan 24 jam, Taman, AC",2,2,54 mÂ²,55 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,furnished,,hos11335220,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11332910/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,"1,35",Miliar,Rumah Mewah Strategis Dekat Stasiun Kereta di Beji Timur,"Beji, Depok"," Jalur Telepon,  Ac, Tempat Jemuran,  Akses Parkir,  One Gate System, AC, Track Lari, Masjid, Keamanan 24 jam,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel, Jogging Track, Jalur Telepon,  Keamanan",3,3,102 mÂ²,120 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11332910,,,,,,,,,,,,,2,,,,,
https://www.rumah123.com/properti/depok/hos10755124/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,"2,31",Miliar,Rumah Mewah Selangkah Ke Jakarta Selatan,"Tanah Baru, Depok"," Ac,  Taman,  CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",,,,,,rumah,,,,,,,,hos10755124,5,5,127 mÂ²,180 mÂ²,2,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,barat,,,1,,,1
https://www.rumah123.com/properti/depok/hos11330636/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,710,Juta,Rumah 2 Lantai Baru SHM di Jl radar auri 8 menit ke tol cijago,"Cimanggis, Depok"," Jalur Telepon,  Ac,  Jogging Track, Tempat Jemuran, Track Lari, Masjid,  Taman,  CCTV, Wastafel, AC, Jalur Telepon, Keamanan",3,2,62 mÂ²,70 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos11330636,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11330594/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,699,Juta,Cluster rumah 2 lantai di Jl radar auri cuma 8 menit ke tol cijago dan tol cibubur,"Cibubur, Depok"," Jalur Telepon,  Jogging Track, Tempat Jemuran, Track Lari,  Taman,  CCTV, Ac, Taman, Wastafel, AC,  Masjid, Jalur Telepon,  Keamanan",3,2,62 mÂ²,70 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,,baru,unfurnished,,hos11330594,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11035895/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,600,Juta,Rumah Baru tanah besar SHM 900meter tol desari.,"Cinangka, Depok"," Ac,  Jogging Track, Track Lari, Keamanan 24 jam,  CCTV, Taman, AC, CCTV, Jalur Telepon,  Keamanan",2,1,85 mÂ²,50 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,timur,hos11035895,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11035637/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,725,Juta,Rumah Baru terasa 2 lantai Semi Furnished di Duren SHM,"Cinangka, Depok"," Jalur Telepon,  Jogging Track, Track Lari, Keamanan 24 jam, Ac, Taman, AC, Jalur Telepon,  Keamanan",2,1,70 mÂ²,55 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,semi furnished,selatan,hos11035637,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos9932671/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,790,Juta,Rumah 2 lantai jalan kaki ke stasiun depok,"Cinangka, Depok"," Jalur Telepon,  Ac, AC, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, Jogging Track,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,2,70 mÂ²,89 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,,hos9932671,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos10079944/#qid~cb65ff42-c6d2-4129-910a-ea72db550fe8,Rp,900,Juta,Rumah 2 lantai dekat sekotar kampus UI dan Tol,"Cinangka, Depok"," Jalur Telepon,  Ac, AC, Track Lari, Keamanan 24 jam,  Taman,  CCTV, Taman, Jogging Track, CCTV, Jalur Telepon, Keamanan",3,2,60 mÂ²,80 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,,hos10079944,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11036027/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,680,Juta,Rumah 2 Lantai SHM Semi Furnished di limo dekat tol desari.,"Cinangka, Depok"," Ac,  Jogging Track, Track Lari,  Taman, Taman, AC, CCTV, Jalur Telepon,  Keamanan",2,2,60 mÂ²,60 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur,hos11036027,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos9914574/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,"1,49",Miliar,Rumah mewah kawasan Beji dekat tol krukut dan kukusan.,"Cinangka, Depok"," Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,3,98 mÂ²,130 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur laut,hos9914574,,,,,,,,,,,,,,1,,1,,
https://www.rumah123.com/properti/depok/hos11035248/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,"1,49",Miliar,Rumah 2 lantai SHM di Tanah baru akses 2 pintu tol,"Cinangka, Depok"," Jalur Telepon, AC, Track Lari,  Taman,  CCTV, Ac, Taman, Jogging Track, CCTV, Jalur Telepon,  Keamanan",3,3,95 mÂ²,130 mÂ²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,timur,hos11035248,,,,,,,,,,,,,2,1,,1,,
https://www.rumah123.com/properti/depok/hos11263395/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,"1,2",Miliar,Perumahan Margonda Depok SHM Baru,"Margonda, Depok"," Jalur Telepon,  Jogging Track, Lapangan Tenis,  AC,  Lapangan Bulu Tangkis, Kulkas, Wastafel,  Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Lapangan Voli,  Taman, Taman,  Tempat Gym,  Masjid,  Kolam Ikan,  Lapangan Basket,  Kitchen Set,  Ac,  Mesin Cuci,  Kolam Renang, Keamanan,  Track Lari",4,3,80 mÂ²,60 mÂ²,2,rumah,shm - sertifikat hak milik,3300 mah,2,2022,baru,unfurnished,,hos11263395,,,,,,,,,,,,,2,,,,,
https://www.rumah123.com/properti/depok/hos9793839/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,470,Juta,Rumah Siap Huni Paling Murah Dekat Akses Toll Pamulang,"Bojong Sari, Depok","Ac, Taman",2,1,70 mÂ²,48 mÂ²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2019,bagus sekali,unfurnished,timur laut,hos9793839,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11154670/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,4,Miliar,Rumah Lingkungan Asri Bergaya Etnik Posisi Hook Di Cinere,"Cinere, Depok",Taman,5,4,425 mÂ²,237 mÂ²,3,rumah,shm - sertifikat hak milik,2200 mah,2,,bagus,semi furnished,,hos11154670,,,,,,,,,,,,,1,2,,1,,
https://www.rumah123.com/properti/depok/hos11146553/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,"1,15",Miliar,Rumah 2 Lantai Berkualitas 900 Meter Ke Pintu Tol,"Pancoran Mas, Depok"," Jalur Telepon,  Jogging Track, Track Lari,  Taman, Ac, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",3,3,70 mÂ²,110 mÂ²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,,hos11146553,,,,,,,,,,,,,1,,,,,
https://www.rumah123.com/properti/depok/hos11190593/#qid~2a32200d-ed85-467d-a5ae-0ac33703137f,Rp,750,Juta,Di jual rumah murah di bawah harga pasar rumah 2 lantai di Cinere Depok Jawa barat,"Cinere, Depok","Tempat Jemuran,  Jogging Track,  Akses Parkir,  Track Lari, Masjid, Keamanan 24 jam,  Taman, Wastafel, Lapangan Voli,  Masjid, Jalur Telepon, Keamanan, Lapangan Basket",4,2,170 mÂ²,200 mÂ²,1,rumah,shm - sertifikat hak milik,900 mah,2,2010,butuh renovasi,unfurnished,timur,hos11190593,,,,,,,,,,,,,2,1,,1,,
