url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,carport,tipe properti,sertifikat,daya listrik,jumlah lantai,tahun dibangun,kondisi properti,kondisi perabotan,hadap,id iklan,kt. pembantu,garasi,km. pembantu,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,garages,floors,building age,property condition,furnishing,maid bedrooms,maid bathrooms,building orientation
https://www.rumah123.com/properti/depok/hos11368172/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,220,Juta,Rumah Minimalis Modern di Citayam Bebas Banjir Akses Mudah Asri,"Pancoran Mas, Depok","Tempat Jemuran,  One Gate System, Keamanan 24 jam, Taman, CCTV",2,1,60 m²,36 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,timur,hos11368172,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11368167/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,"1,37",Miliar,Dijual Rumah Siap Huni di The Akasia Terrace Depok Gratis Kpr,"Bojong Sari, Depok","Tempat Jemuran, Track Lari,  One Gate System, Kitchen Set, Keamanan 24 jam,  Playground, Taman, Wastafel",,,,,,rumah,,,,,,,,hos11368167,,,,3,3,124 m²,75 m²,1,shm - sertifikat hak milik,2200 mah,1,2,2016,sudah renovasi,furnished,,,selatan
https://www.rumah123.com/properti/depok/hos11368164/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,500,Juta,Cluster Ready Modern Free Biaya Lokasi Dekat Stasiun Depok Lama,"Cilodong, Depok"," One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, CCTV",2,1,60 m²,38 m²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,bagus,unfurnished,,hos11368164,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11368129/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,390,Juta,Rumah di kompleks tanah Luas lokasi strategis,"Pancoran Mas, Depok"," Jogging Track, Lapangan Tenis,  Lapangan Bulu Tangkis, Kulkas, Wastafel,  Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Lapangan Voli,  Taman, Taman,  Tempat Gym,  Masjid,  Kolam Ikan,  Keamanan,  Lapangan Basket,  Mesin Cuci,  Kolam Renang,  Track Lari",2,2,150 m²,54 m²,2,rumah,shm - sertifikat hak milik,1300 mah,1,2022,bagus,unfurnished,utara,hos11368129,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11364505/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,325,Juta,Rumah murah dicitayam dekat stasiun KA di kompleks guava garden,"Citayam, Depok"," Jalur Telepon,  Ac, Tempat Jemuran,  Taman,  CCTV, Taman, Wastafel, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",2,1,60 m²,40 m²,1,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,selatan,hos11364505,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367923/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,1,Miliar,Dijual Hunian mewah premium 2 Lantai di pusat kota Depok Jawa barat,"Margonda, Depok"," Jogging Track, Track Lari, Kolam Renang, Taman,  Masjid,  Keamanan",4,4,100 m²,66 m²,1,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,,timur,hos11367923,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367606/#qid~9777f3ac-a22b-4abe-b087-b1ff4ff01901,Rp,670,Juta,Jual cepat BU rumah luas siap huni di permata Cimanggis Depok,"Cimanggis, Depok"," Jogging Track, Lapangan Bola,  Track Lari,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang,  Taman,  Tempat Laundry, Taman,  Playground,  Tempat Gym,  Masjid,  Keamanan, Lapangan Basket",2,1,92 m²,45 m²,2,rumah,shm - sertifikat hak milik,,1,,bagus,unfurnished,,hos11367606,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367329/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,755,Juta,Perumahan Elite 2 Lt Dengan Smarthome Sistem Di Sawangan Depok,"Sawangan, Depok","Tempat Jemuran, Lapangan Bola,  Akses Parkir,  One Gate System,  Track Lari,  Kolam Renang, Mesin Cuci, Masjid, Keamanan 24 jam,  Taman,  CCTV,  Playground, Wastafel, Jalur Telepon,  Kitchen Set, Lapangan Basket",3,2,75 m²,60 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,selatan,hos11367329,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367287/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"1,17",Miliar,Rumah Mewah 2 Lantai Model Scandinavian Modern Cinere Krukut. Lokasi 50 Meter Dari Jalan Raya Krukut,"Krukut, Depok","Tempat Jemuran,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, CCTV",3,2,93 m²,88 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11367287,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367276/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"1,23",Miliar,Cluster Premium Rumah 2 Lantai Lokasi Strategis Dan Nyaman,"Sawangan, Depok","Tempat Jemuran, Track Lari,  Akses Parkir,  One Gate System,  Kolam Renang,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman,  CCTV,  Playground, Wastafel, Jalur Telepon",2,2,121 m²,71 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,semi furnished,selatan,hos11367276,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367154/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"1,85",Miliar,Rumah 2Lantai dijual di Cluster The Addres Tapod,"Tapos, Depok"," Jalur Telepon,  Ac, Tempat Jemuran, Lapangan Tenis,  AC, Kolam Renang,  Taman, Pemanas Air, Wastafel, Jalur Telepon, Keamanan",4,3,160 m²,230 m²,1,rumah,shm - sertifikat hak milik,3500 mah,2,,bagus,semi furnished,,hos11367154,1,1,1,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367208/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"1,17",Miliar,Rumah Mewah 2 Lantai Model Scandinavian Modern Cinere Krukut. Lokasi 50 Meter Dari Jalan Raya Krukut,"Pangkalan Jati, Depok","Tempat Jemuran,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, CCTV",3,2,93 m²,88 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11367208,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11365211/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,200,Juta,DIJUAL RUMAH STRATEGIS DEKAT STASIUN DAN PUSAT PERBELANJAAN,"Citayam, Depok"," Jalur Telepon,  Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan",,1,45 m²,36 m²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,selatan,hos11365211,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11365998/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,150,Juta,RUMAH SAMPING JALAN RAYA BOMANG DAN BISA KPR PRIBADI,"Citayam, Depok"," Jalur Telepon,  Ac, AC, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, Jogging Track,  Masjid, CCTV, Jalur Telepon,  Keamanan",2,1,55 m²,36 m²,,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,barat daya,hos11365998,,1,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367082/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"1,17",Miliar,Rumah Mewah 2 Lantai Model Scandinavian Modern Cinere Krukut. Lokasi 50 Meter Dari Jalan Raya Krukut,"Gandul, Depok","Tempat Jemuran,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, CCTV, Jalur Telepon",2,1,93 m²,88 m²,2,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,timur,hos11367082,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11366720/#qid~36cdc29f-018e-4cf0-8880-2e259e050681,Rp,"3,5",Miliar,"Rumah modern minimalis di di Citra Lake, Bojongsari Depok","Bojong Sari, Depok","Tempat Jemuran,  Jogging Track, Track Lari,  AC,  Taman, Kulkas, Ac, Taman,  Pemanas Air, Wastafel,  Masjid, Keamanan,  Kitchen Set",3,3,234 m²,150 m²,2,rumah,shm - sertifikat hak milik,3500 mah,1,2018,bagus,furnished,utara,hos11366720,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11367082/#qid~52898363-0dd2-435a-b943-62409e1e0a50,Rp,"1,17",Miliar,Rumah Mewah 2 Lantai Model Scandinavian Modern Cinere Krukut. Lokasi 50 Meter Dari Jalan Raya Krukut,"Gandul, Depok","Tempat Jemuran,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, CCTV, Jalur Telepon",2,1,93 m²,88 m²,2,rumah,shm - sertifikat hak milik,1300 mah,1,2022,baru,unfurnished,timur,hos11367082,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11366720/#qid~52898363-0dd2-435a-b943-62409e1e0a50,Rp,"3,5",Miliar,"Rumah modern minimalis di di Citra Lake, Bojongsari Depok","Bojong Sari, Depok","Tempat Jemuran,  Jogging Track, Track Lari,  AC,  Taman, Kulkas, Ac, Taman,  Pemanas Air, Wastafel,  Masjid, Keamanan,  Kitchen Set",3,3,234 m²,150 m²,2,rumah,shm - sertifikat hak milik,3500 mah,1,2018,bagus,furnished,utara,hos11366720,,2,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/depok/hos11366824/#qid~7059cdbb-1a12-4c48-a187-b311b227b1cd,Rp,"1,17",Miliar,Rumah Mewah 2 Lantai Model Scandinavian Modern Cinere Krukut. Lokasi 50 Meter Dari Jalan Raya Krukut,"Cinere, Depok","Tempat Jemuran,  One Gate System, Masjid, Keamanan 24 jam,  Taman,  CCTV, CCTV, Jalur Telepon",3,2,93 m²,88 m²,2,rumah,shm - sertifikat hak milik,2200 mah,2,2022,baru,unfurnished,timur,hos11366824,,,,,,,,,,,,,,,,,,
