url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,tipe properti,sertifikat,daya listrik,jumlah lantai,kondisi properti,kondisi perabotan,id iklan,carport,kt. pembantu,km. pembantu,garasi,tahun dibangun,hadap,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,garages,floors,property condition,furnishing,maid bedrooms,maid bathrooms,building orientation,building age
https://www.rumah123.com/properti/bogor/hos11054640/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"4,5",Miliar,Rumah Full Furnished di Jalan Utama Taman Yasmin,"Cilendek Timur, Bogor"," Kolam Renang, Taman,  Taman, Keamanan 24 jam, Jalur Telepon, Masjid,  Jalur Telepon, Ac, AC,  Keamanan",8,3,264 m²,400 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,furnished,hos11054640,3,1,1,,2010,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11013939/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"1,35",Miliar,Rumah siap huni mutiara sentul 4 kamar tidur,"Sentul, Bogor","Taman,  Masjid, Ac,  Keamanan,  Jogging Track",4,3,135 m²,90 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,semi furnished,hos11013939,2,,,,2015,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11122581/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,2,Miliar,BU Rumah mewah Lantai 2 siap huni di Cibinong Bogor,"Cibinong, Bogor","Taman,  Masjid, Ac, AC,  Keamanan",4,4,144 m²,300 m²,rumah,shm - sertifikat hak milik,3300 mah,2,sudah renovasi,semi furnished,hos11122581,2,,,2,2018,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10902052/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,476,Juta,Griya Pratama Asri 2. Hunian Minimalis di lingkungan Asri.,"Tajur Halang, Bogor","Taman, Ac,  Keamanan",2,1,86 m²,40 m²,rumah,"lainnya (ppjb,girik,adat,dll)",1300 mah,1,baru,unfurnished,hos10902052,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11321615/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,587,Juta,Rumah 2 Lantai Kota Bogor Dekat Stasiun Dan Gerbang Tol,"Tanah Sareal, Bogor","Taman, Keamanan 24 jam,  Taman,  Lapangan Basket, Masjid,  Lapangan Bulu Tangkis,  Playground,  One Gate System, Lapangan Bola, Lapangan Tenis",3,1,60 m²,60 m²,rumah,hgb - hak guna bangunan,2200 mah,2,bagus,,hos11321615,1,,,,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9990048/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"1,68",Miliar,Dijual Rumah Cibubur Country Tol Jatikarya Legenda Wisata,"Gunung Putri, Bogor","Taman, Keamanan 24 jam,  Taman,  Lapangan Voli, Masjid,  Akses Parkir,  Playground, Lapangan Bulu Tangkis, Wastafel, Tempat Jemuran, Keamanan, Lapangan Basket,  Tempat Laundry",3,2,200 m²,90 m²,rumah,shm - sertifikat hak milik,3500 mah,1,bagus,semi furnished,hos9990048,2,,,,,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11325065/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,200,Juta,Rumah Ready Terbarus Terlaris Hanya 200jt Free Kitchen Set di Citayam. Nego,"Cipayung, Bogor","Taman, Keamanan 24 jam,  Taman,  Pemanas Air, Track Lari, Masjid, Kulkas,  Akses Parkir,  Playground, Wastafel,  One Gate System, Lapangan Bola, Tempat Jemuran,  Kitchen Set,  Tempat Laundry",2,1,50 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11325065,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10926937/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"3,8",Miliar,"Dijual Rumah Tenang, Strategis Kp Rambay Pinggir Utara Bogor,","Ciluar, Bogor",Taman,4,3,1337 m²,144 m²,rumah,shm - sertifikat hak milik,900 mah,1,,,hos10926937,1,,,1,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11318978/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,637,Juta,Rumah 2 Lantai Free Furnished Termurah Dekat Pamulang Serpong,"Gunung Sindur, Bogor","Taman, Akses Parkir,  Taman, Jalur Telepon, Masjid, Kulkas,  AC,  Playground,  One Gate System, Track Lari, Mesin Cuci",3,2,65 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,semi furnished,hos11318978,1,1,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11253574/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,45,Miliar,DI JUAL RESORT MEWAH DI CIPANAS BESERTA PABRIK,"Cipanas, Bogor"," Kolam Renang, Taman,  Taman, Jalur Telepon,  Keamanan, Tempat Jemuran,  Kolam Ikan",5,7,7400 m²,1233 m²,rumah,shm - sertifikat hak milik,10600 mah,2,bagus,furnished,hos11253574,,3,1,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos8827791/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"1,5",Miliar,Jual Villa Kayu Dua Lantai Dengan Legalitas SHM,"Megamendung, Bogor","Jogging Track,  Taman, Masjid,  Keamanan",3,2,1000 m²,150 m²,rumah,shm - sertifikat hak milik,1300 mah,2,bagus,furnished,hos8827791,,,,,2005,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11246452/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,800,Juta,GRAND DUTA CITY SHM,"Parung, Bogor"," Pemanas Air, Jalur Telepon,  Track Lari,  Jalur Telepon,  Lapangan Bulu Tangkis,  Kolam Ikan,  Kitchen Set, Keamanan,  Tempat Laundry, Lapangan Tenis,  Lapangan Basket,  Mesin Cuci,  CCTV, Masjid, Kulkas,  One Gate System, Wastafel,  Playground, Lapangan Bola,  Jogging Track,  Kolam Renang, Keamanan 24 jam,  Taman,  Lapangan Voli,  AC,  Akses Parkir,  Tempat Gym,  Ac, Tempat Jemuran",2,1,60 m²,42 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,unfurnished,hos11246452,1,,,1,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11144403/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,"2,15",Miliar,"Rumah Di Cluster Terdepan Strategis, Dekat Aeon Mall Akses Toll Sentul City","Sentul City, Bogor","Taman,  Kolam Renang, Keamanan 24 jam,  Taman,  Lapangan Basket,  Track Lari,  Lapangan Voli, Masjid,  Lapangan Bulu Tangkis, Kolam Renang,  Playground,  Tempat Gym,  One Gate System, Lapangan Bola, Lapangan Tenis",2,4,216 m²,110 m²,rumah,shm - sertifikat hak milik,3300 mah,1,sudah renovasi,unfurnished,hos11144403,,1,,1,2018,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10604347/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,351,Juta,Cluster sejuk dan asri deket mall metropolitan cileungsi,"Cileungsi, Bogor","Taman,  Taman, Track Lari,  CCTV, Jogging Track, CCTV, Keamanan",2,1,60 m²,32 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos10604347,1,,,,2022,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11177114/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,650,Juta,Investasi Terbaik Dijual Villa 3 Lantai Cipanas Puncak View Sangat Bagus Sejuk Shm Furnished Bogor,"Cipanas, Bogor","Taman, Keamanan 24 jam, Akses Parkir,  Kolam Renang,  Taman,  Pemanas Air,  CCTV, Kulkas,  Playground, Wastafel, Tempat Gym,  One Gate System, Track Lari, Tempat Jemuran,  Kitchen Set,  Tempat Laundry",3,2,60 m²,90 m²,rumah,shm - sertifikat hak milik,1300 mah,3,bagus,furnished,hos11177114,1,,,,2020,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10849438/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,260,Juta,Jual rumah murah siap huni ..,"Dramaga, Bogor","Taman, Masjid,  Keamanan",,,,,rumah,,,,,,hos10849438,,,,,,,4,2,100 m²,70 m²,,"lainnya (ppjb,girik,adat,dll)",1300 mah,,1,baru,,,,barat,2019
https://www.rumah123.com/properti/bogor/hos11166281/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,"3,5",Miliar,"Rumah Minimalis 2 Lantai Jual Murah, posisi depan taman, View Pegunungan, Sentul City","Sentul City, Bogor","Taman, AC,  Keamanan",4,4,323 m²,500 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,semi furnished,hos11166281,,,1,,2016,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10883752/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,"2,65",Miliar,Rumah 2 Lantai Di Kota Wisata,"Kota Wisata, Bogor"," Taman,  Masjid, Keamanan, Kolam Renang,  Jogging Track",3,2,200 m²,240 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,unfurnished,hos10883752,1,1,1,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos8957574/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,"1,3",Miliar,Rumah Sangat Murah Samping Ahpoong,"Sentul City, Bogor"," Taman, Masjid,  Jalur Telepon, Kolam Renang,  Keamanan,  Ac,  Jogging Track",5,3,117 m²,160 m²,rumah,shm - sertifikat hak milik,3500 mah,2,bagus,semi furnished,hos8957574,,,,,2014,barat daya,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11113948/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,"1,25",Miliar,Rumah Sangat Murah di Jungle Land,"Sentul City, Bogor"," Kolam Renang, Taman,  Masjid, Jalur Telepon,  Keamanan,  Jogging Track",3,2,144 m²,105 m²,rumah,"lainnya (ppjb,girik,adat,dll)",2200 mah,2,bagus,unfurnished,hos11113948,2,,,,2015,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11111187/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,700,Juta,Di  Rumah di Pintu Tol cireureup SHM,"Sentul City, Bogor","Taman, Jogging Track,  Masjid,  Keamanan",2,1,137 m²,40 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11111187,1,,,1,2020,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos6243194/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,555,Juta,Rumah Ciomas modern Cantik Murah akses tol dan stasiun sudah shm,"Ciomas, Bogor"," Taman,  CCTV, Masjid,  Jalur Telepon, Jogging Track,  Ac,  Keamanan",2,2,96 m²,80 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus sekali,furnished,hos6243194,,1,,1,2019,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11131242/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,325,Juta,Rumah Murah Semi Real Estate di Kawasan Strategis,"Cileungsi, Bogor","Taman,  Kolam Renang, Keamanan 24 jam,  Taman,  Lapangan Basket,  Track Lari,  Lapangan Voli, Masjid,  Lapangan Bulu Tangkis,  Akses Parkir,  Playground,  Tempat Gym, Wastafel,  One Gate System, Lapangan Bola, Tempat Jemuran, Lapangan Tenis,  Tempat Laundry",,,,,rumah,,,,,,hos11131242,,,,,,,2,1,90 m²,38 m²,1,shm - sertifikat hak milik,1300 mah,,1,baru,unfurnished,,,selatan,2016
https://www.rumah123.com/properti/bogor/hos10588921/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,245,Juta,Rumah Murah Siap Huni,"Cileungsi, Bogor"," Kolam Renang, Taman, Masjid,  Keamanan,  Jogging Track",2,1,36 m²,72 m²,rumah,shm - sertifikat hak milik,1300 mah,1,sudah renovasi,unfurnished,hos10588921,1,,,,,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11236988/#qid~8765a152-2e9c-430b-9609-a132f2d92374,Rp,525,Juta,Rumah Avoria Estate Lokasi Strategis Kemang Bogor,"Kemang, Bogor","Taman, Keamanan, Keamanan 24 jam",2,1,72 m²,50 m²,rumah,hgb - hak guna bangunan,,1,baru,unfurnished,hos11236988,2,,,,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11167121/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,649,Juta,Rumah Ala Jepang Dengan Rofftop di Pakansari 10 Menit Stadion Pakansari,"Cibinong, Bogor","Taman, Keamanan 24 jam, AC, Track Lari, Wastafel",2,1,68 m²,36 m²,rumah,shm - sertifikat hak milik,,1,baru,furnished,hos11167121,1,,,,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10288782/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"2,9",Miliar,Rumah cantik tanah luas idaman siap huni sudah baja ringan sebelahan dengan Acropolis,"Cibinong, Bogor",Masjid,3,4,530 m²,270 m²,rumah,shm - sertifikat hak milik,3500 mah,1,bagus,semi furnished,hos10288782,,1,1,4,2018,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11149100/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"4,5",Miliar,"Rumah 2 Lantai Unfurnished di Sentul City, Bogor","Sentul City, Bogor","Taman, Track Lari, Wastafel, Keamanan 24 jam",3,2,358 m²,250 m²,rumah,hgb - hak guna bangunan,3500 mah,2,baru,unfurnished,hos11149100,1,,,,2019,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11159745/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,390,Juta,Murah Di Pesona Cilebut Dekat Stasiun Rumah Cantik,"Cilebut, Bogor"," Taman, Jalur Telepon,  Track Lari,  Jalur Telepon, Jogging Track, Lapangan Bulu Tangkis, Wastafel, Tempat Jemuran, Keamanan, Lapangan Basket",2,1,72 m²,45 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus,unfurnished,hos11159745,,,,1,2018,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10938325/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"1,2",Miliar,Rumah Cantik Minimalist Siap Huni Di Parung Bogor,"Parung, Bogor"," Taman, Masjid,  Jalur Telepon,  Keamanan,  Ac, CCTV,  Jogging Track",3,2,165 m²,74 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,unfurnished,hos10938325,1,,,1,2022,barat,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11105292/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,688,Juta,15 Juta All In Rumah Ala Jepang di Pakansari,"Cibinong, Bogor","Keamanan 24 jam, Taman, AC, Wastafel,  One Gate System, Track Lari, Tempat Jemuran",2,1,74 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11105292,1,,,,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11105814/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"8,5",Miliar,"Rumah Minimalis Modern,rmh Murah,rumah Mewah,rumah Siap Huni,di Sentul City Bogor Ja bar","Sentul City, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon, Kitchen Set, Masjid,  AC,  Akses Parkir,  Playground, Wastafel,  One Gate System, Track Lari, Tempat Jemuran, Lapangan Basket",8,6,350 m²,620 m²,rumah,shm - sertifikat hak milik,6600 mah,4,bagus,unfurnished,hos11105814,1,1,1,1,2010,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10937852/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,700,Juta,"Rumah Bagus Cozy di Parung Bogor, Dekat Tol Desari","Parung, Bogor"," Taman,  Masjid, Jalur Telepon, Ac,  Keamanan,  Jogging Track",3,2,68 m²,62 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,unfurnished,hos10937852,1,1,1,1,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9311091/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"1,9",Miliar,Cepat Rumah Murah Baru Bagus bebas polusi di Sentul Bogor,"Sentul City, Bogor"," Jogging Track, Taman, Ac,  Keamanan",3,2,126 m²,102 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,unfurnished,hos9311091,,1,1,,2020,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11305100/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"3,9",Miliar,"Rumah Minimalis Posisi Hook Furnish Area Sentul City, Bogor","Sentul City, Bogor","Keamanan 24 jam, Taman",3,4,329 m²,275 m²,rumah,shm - sertifikat hak milik,,1,,furnished,hos11305100,1,1,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10769518/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"4,5",Miliar,Rumah siap huni lokasi strategis harga murah sentul city,"Sentul City, Bogor"," Kolam Renang,  Taman,  Masjid, Jalur Telepon,  AC,  Jogging Track, Keamanan",4,3,663 m²,300 m²,rumah,hgb - hak guna bangunan,2200 mah,2,sudah renovasi,semi furnished,hos10769518,4,1,1,,1994,timur laut,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11229422/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"1,55",Miliar,2 Lantai Rumah Dijual di Rivela Park,"Rancamaya, Bogor","Kitchen Set, Kolam Renang, Tempat Jemuran, AC",3,2,170 m²,90 m²,rumah,shm - sertifikat hak milik,2200 mah,2,,semi furnished,hos11229422,1,,,,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11158398/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"2,3",Miliar,"Dijual Cepat 2,3 M Masih Bisa Nego Rumah Di Legenda Wisata","Legenda Wisata, Bogor","Keamanan 24 jam,  Kolam Renang,  Taman, Masjid, Track Lari",4,3,240 m²,250 m²,rumah,shm - sertifikat hak milik,,1,,,hos11158398,3,1,1,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11149550/#qid~20a63da3-019d-49d6-a399-ca8802682231,Rp,"11,5",Miliar,"Rumah Mewah Dengan Lift, Kolam Renang, Modern Classic, Sentul City","Sentul City, Bogor"," Kolam Renang, Taman, Keamanan 24 jam, Kolam Renang, Keamanan",4,5,518 m²,515 m²,rumah,hgb - hak guna bangunan,5500 mah,2,baru,unfurnished,hos11149550,2,2,1,2,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11220831/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,65",Miliar,"Rumah SHM ,nusa Indah Residen, Tanah Hook","Tanah Baru, Bogor","Taman, Keamanan 24 jam, Kitchen Set, AC,  One Gate System, Tempat Jemuran",3,1,154 m²,100 m²,rumah,shm - sertifikat hak milik,2200 mah,1,,unfurnished,hos11220831,1,,,,2010,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11220025/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,500,Juta,Rumah siap huni di graha grande cilebut,"Tanah Sareal, Bogor","Jalur Telepon,  Track Lari,  Lapangan Bulu Tangkis, Jogging Track,  Kolam Ikan, Lapangan Tenis,  Tempat Laundry,  Masjid,  Lapangan Basket,  CCTV, Masjid,  One Gate System,  Playground, Lapangan Bola,  Kolam Renang, Keamanan 24 jam,  Taman,  Lapangan Voli,  Akses Parkir,  Tempat Gym,  Keamanan, Tempat Jemuran",2,1,78 m²,50 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus,unfurnished,hos11220025,,,,,2015,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11145644/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,500,Juta,Rumah Dekat Stasiun Bojong Gede 500 Juta nego Akses Langsung Jl Raya,"Bojong Gede, Bogor","Taman, Keamanan 24 jam, Kitchen Set, Wastafel,  One Gate System, Tempat Jemuran",2,1,75 m²,38 m²,rumah,shm - sertifikat hak milik,1300 mah,1,,semi furnished,hos11145644,1,,,1,2021,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10679044/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,18,Miliar,"kolam Renang,hunian Para Sultan,view Gng Pancar,gng Gede,golf Higland,sangat Mewah Dan Bagus,harga Murah,di Cluster Sentul City Bogor Ja bar","Sentul City, Bogor"," Kolam Renang,  Pemanas Air,  Taman,  Kitchen Set,  Masjid, Jalur Telepon,  Mesin Cuci, Track Lari, Kulkas,  AC, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran,  Jogging Track",6,5,450 m²,800 m²,rumah,shm - sertifikat hak milik,6600 mah,3,baru,furnished,hos10679044,2,1,1,2,2021,barat daya,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360010/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah siap huni minimalis di bogor kota 2 Lantai SHM,"Limusnunggal, Bogor","Taman,  Taman, Kitchen Set, Masjid,  AC, Jogging Track,  Keamanan, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,semi furnished,hos11360010,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11359988/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah 2 lantai asri siap huni di bogor kota SHM,"Cikeas, Bogor","Taman,  Taman,  Masjid, Kitchen Set, Ac, Jogging Track, AC,  Keamanan, Track Lari, Tempat Jemuran",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,semi furnished,hos11359988,1,,,,2021,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361423/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah murah siap huni di kota bogor SHM,"Dramaga, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361423,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361434/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah minimalis siap huni kota bogor SHM,"Kemang, Bogor","Taman,  Masjid, Kitchen Set, Keamanan,  AC, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361434,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361428/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah cantik minimalis 2 lantai siap huni,"Cijeruk, Bogor","Taman, Keamanan 24 jam,  Taman,  Kitchen Set, Masjid, Kulkas,  AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361428,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361432/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah siap huni perumahan asri sejuk,"Citeureup, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC, Jogging Track,  Keamanan,  One Gate System, Track Lari, Wastafel",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361432,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361332/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah 2 lantai harga murah siap huni SHM,"Tajur Halang, Bogor","Taman, Keamanan 24 jam,  Taman,  Masjid, Kitchen Set, Masjid,  AC, AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361332,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361262/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah siap huni 2 lantai harga murah SHM,"Megamendung, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361262,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361250/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Siap huni rumah 2 lantai 3 kamar tidur kota bogor,"Ciapus, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid, Keamanan,  AC,  One Gate System, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361250,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360940/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah 2 lantai harga murah siap huni SHM,"Gunung Putri, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11360940,,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361111/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah redy stok 2 lantai kota bogor SHM,"Cibinong, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361111,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361074/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Rumah minimalis siap huni kota bogor SHM,"Sentul City, Bogor","Taman,  Masjid, Kitchen Set,  AC, AC,  Keamanan, Track Lari, Wastafel,  Jogging Track",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361074,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11361102/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,Rp,"1,35",Miliar,Perumahan elit 2 lantai minimalis kota bogor,"Bogor Barat, Bogor","Taman,  Taman, Masjid, Kulkas,  AC, Jogging Track,  Keamanan, Track Lari, Wastafel,  Kitchen Set",3,2,94 m²,96 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,semi furnished,hos11361102,1,,,,,,,,,,,,,,,,,,,,
