url,currency,price,price_unit_scale,title,address,facilities,k. tidur,k. mandi,l. tanah,l. bangunan,tipe properti,sertifikat,daya listrik,jumlah lantai,kondisi properti,kondisi perabotan,id iklan,carport,kt. pembantu,km. pembantu,garasi,tahun dibangun,hadap,bedrooms,bathrooms,land size,building size,carports,certificate,electricity,garages,floors,property condition,furnishing,maid bedrooms,maid bathrooms,building orientation,building age
https://www.rumah123.com/properti/bogor/hos10658731/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,62",Miliar,Rumah Bisa Kpr Harga All In di Bojong Depok Baru 1 Bisa Nego,"Cibinong, Bogor","Taman, Keamanan",5,2,104 m²,180 m²,rumah,shm - sertifikat hak milik,2200 mah,3,bagus,unfurnished,hos10658731,1,1,,1,,timur laut,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10575713/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,08",Miliar,Rumah Bebas Banjir Di The Green Hill Cluster Bay Hill Dekat Bojong Gede Harga All In Kpr,"Bojong Gede, Bogor","Taman, Keamanan",3,2,84 m²,84 m²,rumah,shm - sertifikat hak milik,2200 mah,2,,unfurnished,hos10575713,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10583554/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,98",Miliar,Rumah Strategis Di Komplek Budi Agung Harga All In Nego Bisa Kpr,"Tanah Sareal, Bogor","Taman, Keamanan",6,3,120 m²,155 m²,rumah,shm - sertifikat hak milik,1300 mah,2,bagus,unfurnished,hos10583554,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10433520/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"2,55",Miliar,Rumah Strategis Siap Kpr Harga All In di Bukit Golf Riverside Bisa Nego,"Cibubur, Bogor","Taman, Keamanan",3,3,165 m²,160 m²,rumah,shm - sertifikat hak milik,2200 mah,2,,unfurnished,hos10433520,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9963698/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"2,04",Miliar,Rumah Asri Bisa Nego Harga All In Kpr di Bogor Nirwana Residence,"Bogor Nirwana Residence, Bogor","Taman, Keamanan",4,3,180 m²,120 m²,rumah,shm - sertifikat hak milik,2200 mah,2,,unfurnished,hos9963698,2,,,2,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10138812/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,630,Juta,Rumah Minimalis Nego di Metland Cileungsi Harga All In Siap Kpr,"Cileungsi, Bogor","Taman, Keamanan",2,1,84 m²,70 m²,rumah,shm - sertifikat hak milik,1300 mah,1,,unfurnished,hos10138812,1,,,1,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10421981/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,08",Miliar,Rumah Minimalis Modern Siap Kpr Harga All In di Avenue Townhouse,"Gunung Sindur, Bogor","Taman, Keamanan",2,2,104 m²,60 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos10421981,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10844737/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"2,04",Miliar,Rumah Strategis di Danau Bogor Raya Dekat Botani Square Mall Harga All In Kpr,"Katulampa, Bogor","Taman, Keamanan",3,3,128 m²,200 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos10844737,1,1,,,,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10675757/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,599,Juta,Rumah Siap Kpr di Limus Pratama Regency Harga All In Bisa Nego,"Cileungsi, Bogor","Taman, Keamanan",2,1,72 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus,unfurnished,hos10675757,1,,,1,,barat laut,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10490638/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,810,Juta,Rumah Minimalis Siap Kpr Harga All In di Taman Sukahati Permai Cibinong,"Cibinong, Bogor","Taman, Keamanan",2,1,105 m²,45 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos10490638,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10562054/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,44",Miliar,Rumah Bebas Banjir Di Sentul City Harga All In Bisa Nego Siap Kpr,"Sukaraja, Bogor","Taman, Keamanan",3,2,90 m²,110 m²,rumah,shm - sertifikat hak milik,2200 mah,2,,unfurnished,hos10562054,1,1,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10738702/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,15",Miliar,Rumah Siap Kpr Area Gunung Sindur Di Serpong Natura Acacia Harga All In,"Gunung Sindur, Bogor","Taman, Keamanan",3,2,94 m²,70 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos10738702,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10838512/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"1,44",Miliar,Rumah Siap Kpr di Cimanggu Permai Bebas Banjir Harga All In Kpr,"Tanah Sareal, Bogor","Taman, Keamanan",4,2,198 m²,150 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos10838512,1,1,,1,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10948823/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,500,Juta,Rumah 2 Lantai Exclusive Fasilitas Smart Home Bonus Kanopi Cantik,"Cikeas, Bogor","Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari,  CCTV, Masjid,  AC,  Playground,  One Gate System,  Jogging Track, Keamanan, Lapangan Basket",2,2,60 m²,48 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos10948823,1,,,1,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11360031/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,2,Miliar,"Rumah Semi Furnished SHM di Sentul City, Bogor","Sentul City, Bogor","Taman, Keamanan 24 jam,  Taman, Kitchen Set, Masjid,  AC,  Playground, Wastafel,  One Gate System, Track Lari, Tempat Jemuran,  Tempat Laundry",5,6,144 m²,200 m²,rumah,shm - sertifikat hak milik,3500 mah,1,bagus,semi furnished,hos11360031,1,1,1,1,2015,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos6865878/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"5,5",Miliar,"Rumah Baru Siap Huni,classic Modern,mewah Tpi Murah,cluster Aman Nyaman,sejuk di Kawasan Elit Sentul City Bogor","Sentul City, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon, Kitchen Set, Masjid,  AC,  Akses Parkir,  Playground, Wastafel,  One Gate System, Track Lari, Tempat Jemuran, Lapangan Basket",4,4,300 m²,520 m²,rumah,shm - sertifikat hak milik,6600 mah,2,baru,unfurnished,hos6865878,1,1,1,2,2018,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10551212/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,Rp,"5,75",Miliar,"Rumah Baru Konsep Villa,minimalis Modern,murah,view Gunung,sentul City","Sentul City, Bogor"," Taman, Jalur Telepon, Kolam Renang,  Keamanan,  Jogging Track",4,3,517 m²,305 m²,rumah,shm - sertifikat hak milik,5500 mah,2,bagus sekali,semi furnished,hos10551212,2,1,1,1,2022,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11355504/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,655,Juta,Hunian Eksklusif Lokasi Strategis Dekat Pusat Kota Tangsel,"Parung, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon,  Track Lari, Masjid, Kulkas,  AC,  Akses Parkir,  Playground, Lapangan Bulu Tangkis, Wastafel,  One Gate System, Lapangan Bola, Tempat Jemuran,  Tempat Laundry",3,2,64 m²,60 m²,rumah,shm - sertifikat hak milik,1300 mah,2,baru,semi furnished,hos11355504,1,,,2,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11355348/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,468,Juta,Rumah hook 3 kamar tipe minimalis di citra indah city,"Cibubur, Bogor"," Kolam Renang,  Taman,  Lapangan Voli, Masjid,  Lapangan Bulu Tangkis,  Tempat Gym, Lapangan Bola, Keamanan, Lapangan Basket",3,2,109 m²,90 m²,rumah,hgb - hak guna bangunan,1300 mah,1,bagus,unfurnished,hos11355348,1,,,,2009,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11354367/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,695,Juta,Cepat Rumah di Perumahan di Cibinong,"Cibinong, Bogor","Keamanan 24 jam,  Taman, Jalur Telepon,  CCTV, Masjid, Kulkas,  AC,  Playground, Wastafel,  One Gate System, Track Lari, Tempat Jemuran,  Tempat Laundry",2,1,82 m²,45 m²,rumah,shm - sertifikat hak milik,1300 mah,1,,unfurnished,hos11354367,1,,,,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11178350/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,5,Miliar,Cepat Rumah 2 Lantai Semi Furnished di Cluster Kota Wisata Yang Nyaman Dan Aman,"Kota Wisata, Bogor","Taman,  Pemanas Air,  Taman,  Kitchen Set,  Masjid, Jalur Telepon,  Track Lari, Kulkas,  AC,  Lapangan Bulu Tangkis, Lapangan Tenis, Wastafel,  Keamanan,  Ac, Tempat Jemuran,  Kolam Ikan,  Jogging Track, Lapangan Basket",4,4,330 m²,525 m²,rumah,shm - sertifikat hak milik,5500 mah,2,sudah renovasi,semi furnished,hos11178350,3,1,1,1,,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10472587/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"5,9",Miliar,Rumah 2 Lantai Cluster Swimming Pool Sentul City,"Sentul City, Bogor"," Kolam Renang,  Taman,  Masjid,  CCTV,  Jalur Telepon, Jogging Track,  Ac, Keamanan",4,3,312 m²,250 m²,rumah,shm - sertifikat hak milik,5500 mah,2,bagus sekali,furnished,hos10472587,2,1,1,,,timur laut,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9046965/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"6,2",Miliar,Rumah Exlusif Lokasi Strategis Harga Menarik Posisi Hook,"Sentul City, Bogor"," Kolam Renang,  Taman,  Masjid, Jalur Telepon,  CCTV, Ac,  Keamanan,  Jogging Track",3,3,514 m²,340 m²,rumah,shm - sertifikat hak milik,4400 mah,2,sudah renovasi,furnished,hos9046965,2,1,1,2,2016,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10888111/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,450,Juta,"Pesona Cilebut 2, Bogor, Strategis, Siap Huni, Bagus,  Cepat","Cilebut, Bogor"," Taman, Masjid, Keamanan",2,1,72 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,sudah renovasi,unfurnished,hos10888111,1,,,,2015,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11143348/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"8,5",Miliar,"Rumah Murah di Villa Duta Raya, Baranangsiang","Baranangsiang, Bogor","Taman,  Taman, Jalur Telepon, Tempat Jemuran,  Kolam Ikan",3,2,1068 m²,400 m²,rumah,shm - sertifikat hak milik,,2,bagus,unfurnished,hos11143348,2,1,1,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11351745/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,395,Juta,Rumah murah minimalis dekat Kampus IPB Dramaga Bogor,"Dramaga, Bogor"," Kolam Renang, Taman, Keamanan 24 jam, Jogging Track, Kolam Renang,  Playground,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran, Lapangan Tenis,  Tempat Laundry",2,1,72 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,furnished,hos11351745,1,,,,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11314355/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"4,4",Miliar,Rumah Nyaman 2 Lantai Viwe Gunung,"Rancamaya, Bogor","Taman,  Taman, Kitchen Set, Keamanan, Kulkas,  AC, Kolam Renang, Track Lari, Tempat Jemuran,  Jogging Track",3,2,394 m²,176 m²,rumah,shm - sertifikat hak milik,6600 mah,2,,semi furnished,hos11314355,1,,,1,2010,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11292524/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"1,8",Miliar,Rumah Murah Upslope Yunani,"Sentul City, Bogor"," Kolam Renang, Taman,  Taman,  Masjid, Jalur Telepon, Jogging Track,  Keamanan, Track Lari",2,1,224 m²,90 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos11292524,1,1,1,,2010,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11167313/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"1,5",Miliar,Rumah Siap Huni 2 Lantai Semi Furnished Cluster Kota Wisata Yang Nyaman Dan Aman,"Kota Wisata, Bogor"," Pemanas Air, Jalur Telepon,  Track Lari,  Jalur Telepon, Ac,  Kitchen Set,  Masjid,  Mesin Cuci,  CCTV, Masjid, Kulkas,  One Gate System, Wastafel,  Playground, Lapangan Bulu Tangkis,  Jogging Track, Taman, Keamanan 24 jam,  Taman,  AC,  Keamanan, Tempat Jemuran, Lapangan Basket",3,2,128 m²,99 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,semi furnished,hos11167313,2,,,,,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11206364/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,650,Juta,Rumah baru renovasi disentul city,"Sentul City, Bogor","Taman,  Taman,  Masjid, Jalur Telepon,  Jalur Telepon, Jogging Track, Track Lari, Keamanan",2,2,90 m²,100 m²,rumah,shm - sertifikat hak milik,2200 mah,1,sudah renovasi,semi furnished,hos11206364,,1,1,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11206329/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"1,9",Miliar,White House Dengan Kolam Renang di Cluster Argenia  Sentul City Bogor,"Sentul City, Bogor"," Kolam Renang, Taman,  Taman,  Masjid, Jalur Telepon,  Jalur Telepon, Keamanan, Kolam Renang, AC,  Ac, Track Lari,  Jogging Track",2,3,216 m²,120 m²,rumah,shm - sertifikat hak milik,,1,bagus sekali,unfurnished,hos11206329,,1,1,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11270977/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,1,Miliar,Dijual Cepat Rumah Dalam Komplek Strategis di Bogor Barat Bogor,"Bogor Barat, Bogor","Keamanan 24 jam,  Taman, Akses Parkir, Lapangan Voli, Jalur Telepon, Kitchen Set, Wastafel,  One Gate System, Tempat Jemuran, Lapangan Tenis",7,6,309 m²,300 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos11270977,3,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos8411213/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,Rp,"2,5",Miliar,Rumah Tengah Kota dekat ke Pajajaran dan Tol Jagorawi,"Baranangsiang, Bogor","Carport, Garden,  posisi hoek",3,3,238 m²,154 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus,unfurnished,hos8411213,,,,,2018,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11011952/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"5,1",Miliar,Rumah kolam renang dengan taman besar di sentul city,"Sentul City, Bogor","Taman,  Masjid,  CCTV,  Jalur Telepon, Kolam Renang,  Ac,  Jogging Track",4,3,481 m²,242 m²,rumah,shm - sertifikat hak milik,3500 mah,2,bagus sekali,semi furnished,hos11011952,2,2,1,2,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9554068/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,900,Juta,Rumah minimalis best view dekat Jungleland Sentul City Bogor,"Sentul City, Bogor","Taman,  Masjid, Jalur Telepon,  Keamanan,  Jogging Track",2,1,90 m²,90 m²,rumah,shm - sertifikat hak milik,,2,bagus sekali,semi furnished,hos9554068,1,,,1,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10668771/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"1,5",Miliar,Dijual Rumah Cluster 2 lantai di Legenda Wisata Cibubur Rp. 1.500.000.000,"Legenda Wisata, Bogor","Taman,  Taman, Jalur Telepon, Ac, AC,  Keamanan, Track Lari,  Jogging Track",3,2,136 m²,168 m²,rumah,shm - sertifikat hak milik,4400 mah,2,bagus,unfurnished,hos10668771,1,,1,,2012,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11196569/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"1,45",Miliar,Rumah Bagus 2 Lantai Dalam Cluster Dekat Taman,"Kota Wisata, Bogor","Taman,  Kolam Renang, Keamanan 24 jam,  Taman,  Track Lari,  CCTV, Masjid,  Akses Parkir,  Playground, Tempat Gym, Lapangan Tenis",3,2,120 m²,90 m²,rumah,hgb - hak guna bangunan,,2,bagus,,hos11196569,,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11136417/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"1,89",Miliar,Rumah Cantik di Dataran Tinggi Pinewood Ext 7x16 Summarecon Bogor,"Sukaraja, Bogor","Taman,  Kolam Renang, Akses Parkir, Keamanan 24 jam,  Taman,  Playground,  One Gate System, Track Lari",2,3,112 m²,110 m²,rumah,hgb - hak guna bangunan,2200 mah,2,baru,unfurnished,hos11136417,,1,1,1,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11136483/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"2,38",Miliar,Rumah Adem Pemandangan Gunung Pinewood 9x16 Summarecon Bogor,"Sukaraja, Bogor","Keamanan 24 jam,  Kolam Renang, Akses Parkir,  Taman, Jalur Telepon,  Playground, Track Lari",2,3,144 m²,136 m²,rumah,shm - sertifikat hak milik,2200 mah,2,baru,unfurnished,hos11136483,2,1,1,,2022,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11070962/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,850,Juta,Rumah murah di sentul city view gunung,"Sentul City, Bogor"," Taman, Masjid,  Jalur Telepon, Jogging Track,  Keamanan",3,2,139 m²,130 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus sekali,unfurnished,hos11070962,1,1,1,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos9021779/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,650,Juta,Rumah baru renovasi disentul city,"Sentul City, Bogor","Taman,  Masjid, Jalur Telepon,  Keamanan,  Jogging Track",,,,,rumah,,,,,,hos9021779,,,,,,,2,2,90 m²,100 m²,,shm - sertifikat hak milik,2200 mah,1,1,sudah renovasi,semi furnished,1,1,,2022
https://www.rumah123.com/properti/bogor/hos10251211/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,575,Juta,"Rumah Cantik, Bagus Sekali, Harga Nego Sampai Deal","Bojong Kulur, Bogor","Jogging Track,  Taman,  Masjid, Keamanan",,,,,rumah,,,,,,hos10251211,,,,,,,2,1,90 m²,80 m²,,shm - sertifikat hak milik,,,1,,,,,,2017
https://www.rumah123.com/properti/bogor/hos11018999/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,1,Miliar,Rumah Vila Nyaman sejuk di BNR Posisi hoek,"Bogor Nirwana Residence, Bogor","Taman, Jogging Track, Track Lari,  Keamanan",2,2,210 m²,67 m²,rumah,shm - sertifikat hak milik,1300 mah,1,bagus sekali,unfurnished,hos11018999,1,,,,2019,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10813236/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"2,65",Miliar,Rumah Hoek View Gunung Nyaman BNR Bogor,"Bogor Nirwana Residence, Bogor","Taman,  Masjid, Ac, AC,  Keamanan, Track Lari,  Jogging Track",3,3,347 m²,303 m²,rumah,shm - sertifikat hak milik,10000 mah,2,bagus sekali,semi furnished,hos10813236,1,1,1,2,2015,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11073546/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"7,4",Miliar,Rumah Siap Huni Dekat Pintu Tol Bogor di Perumahan Baranang Siang Indah,"Baranangsiang, Bogor",Taman,3,3,924 m²,220 m²,rumah,shm - sertifikat hak milik,5500 mah,2,bagus,,hos11073546,2,1,1,2,,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10984852/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,2,Miliar,"Rumah 2 Lantai Bagus Sekali Unfurnished SHM di Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor","Tanah Sareal, Bogor","AC, Jalur Telepon",5,2,198 m²,230 m²,rumah,shm - sertifikat hak milik,2200 mah,2,bagus sekali,unfurnished,hos10984852,1,,,,,tenggara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10387554/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,450,Juta,Rumah Cantik Akses Stasiun dan tol dekat Pemda Bogor,"Cibinong, Bogor","Taman,  Masjid,  CCTV,  Jalur Telepon, Keamanan",2,1,72 m²,72 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos10387554,1,,,,2022,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11068381/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,850,Juta,Jual rumah Cantik Dan Mewah Di Cibinong Dekat pemda Cibinong,"Cibinong, Bogor"," Taman, Masjid, Keamanan",3,1,131 m²,177 m²,rumah,shm - sertifikat hak milik,1300 mah,2,bagus sekali,unfurnished,hos11068381,,,,1,2016,selatan,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10844904/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"5,4",Miliar,Rumah  di Komplek Baranangsiang Indah,"Baranangsiang, Bogor"," Taman,  CCTV, Masjid,  Jalur Telepon, Jogging Track,  Ac,  Keamanan",,,,,rumah,,,,,,hos10844904,,,,,,,3,2,600 m²,220 m²,4,shm - sertifikat hak milik,5500 mah,2,2,bagus sekali,unfurnished,1,1,timur,2013
https://www.rumah123.com/properti/bogor/hos10886759/#qid~e175c33b-d42f-4cad-aed9-00c9c7a2cccb,Rp,"2,25",Miliar,"Rumah Dan Tanah di Jalan Dramaga, Dekat Giant Dramaga","Dramaga, Bogor","Taman,  Masjid, Jalur Telepon,  Keamanan",4,2,928 m²,100 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos10886759,1,,,,,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11175474/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,195,Juta,Rumah modern minimalis harga terjangkau di Citayam,"Bojong Gede, Bogor"," Kolam Renang, Taman,  Masjid, Jalur Telepon, Track Lari,  CCTV, AC,  Keamanan,  Ac, CCTV,  Jogging Track",2,1,40 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,,hos11175474,1,,,1,2022,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11334717/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,655,Juta,"Rumah Modern Ala Jepang Dengan Rooftop di Pakansari, Cibinong","Cibinong, Bogor","Taman, Keamanan 24 jam, Track Lari,  One Gate System, Lapangan Bola, Tempat Jemuran",2,1,78 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,furnished,hos11334717,1,,,,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10810229/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,800,Juta,"Rumah Siap Huni, Ready Stock","Gunung Sindur, Bogor"," Taman,  CCTV,  Jalur Telepon, Ac, Keamanan",2,1,72 m²,39 m²,rumah,shm - sertifikat hak milik,2200 mah,1,baru,,hos10810229,1,,,1,2021,timur,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11265694/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,545,Juta,Rumah di Pakansari Ala Jepang Modern Dekat Stadion Pakansari,"Cibinong, Bogor","Taman, Keamanan 24 jam, Track Lari, AC,  One Gate System, CCTV, Tempat Jemuran",2,1,68 m²,36 m²,rumah,shm - sertifikat hak milik,1300 mah,1,baru,unfurnished,hos11265694,,,,,2022,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos10458759/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"2,2",Miliar,Hunian nyaman depan taman free bphtb dan biaya kpr,"Legenda Wisata, Bogor","Taman,  Masjid,  CCTV,  Jalur Telepon, Kolam Renang,  Keamanan,  Ac,  Jogging Track",4,3,198 m²,170 m²,rumah,shm - sertifikat hak milik,3500 mah,2,bagus sekali,,hos10458759,2,1,1,,,utara,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11259267/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,"1,3",Miliar,Rumah Minimalis Sudah Renovasi Sentul Alaya Sentul City Bogor,"Sentul City, Bogor","Taman, Keamanan 24 jam,  CCTV,  One Gate System, Tempat Jemuran",2,1,150 m²,62 m²,rumah,shm - sertifikat hak milik,2200 mah,1,bagus,unfurnished,hos11259267,2,,,,2016,,,,,,,,,,,,,,,,
https://www.rumah123.com/properti/bogor/hos11192068/#qid~4db3177c-d51e-43c0-8995-7cc0c12524a6,Rp,590,Juta,Cluster Dalton 2 Lantai di Millenium City,"Parung Panjang, Bogor","Track Lari, Jogging Track,  Taman, Keamanan",2,2,60 m²,40 m²,rumah,hgb - hak guna bangunan,,2,baru,unfurnished,hos11192068,2,,,,2022,selatan,,,,,,,,,,,,,,,
