,price_in_rp,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,maid_bedrooms,maid_bathrooms,floors,property_condition,garages,furnishing,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_pompa_air_wasser_dan_booster,fac_kompor_exhaust,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
938,1400000000.0, Bogor,-6.387334,106.6872949,4.0,4.0,120.0,98.0,1,hgb - hak guna bangunan,1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,1080000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,60.0,65.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,930000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,84.0,39.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,900000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,81.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,sudah renovasi,1,semi furnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,1150000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,94.0,70.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,furnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,530000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,599000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,90.0,36.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,1400000000.0, Bogor,-6.387334,106.6872949,4.0,4.0,120.0,98.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,500000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,68.0,36.0,1,"lainnya (ppjb,girik,adat,dll)",0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,1080000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,60.0,65.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,930000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,39.0,84.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,900000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,81.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,sudah renovasi,1,semi furnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,530000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,530000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,530000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,500000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,68.0,36.0,1,hgb - hak guna bangunan,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,1080000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,60.0,65.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,930000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,84.0,39.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,900000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,81.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,sudah renovasi,1,semi furnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,960000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,81.0,51.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,1400000000.0, Bogor,-6.387334,106.6872949,4.0,4.0,120.0,98.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,530000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,1080000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,104.0,60.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,1150000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,94.0,70.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,800000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,72.0,39.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,2200.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,637000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,65.0,60.0,1,shm - sertifikat hak milik,1,0,2.0,baru,0,semi furnished,1300.0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,755000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,78.0,60.0,1,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,1300.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,685000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,64.0,60.0,1,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,1300.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,438000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,35.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,438000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,63.0,36.0,0,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,1090000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,65.0,87.0,0,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,2200.0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,570000000.0, Bogor,-6.387334,106.6872949,3.0,2.0,90.0,80.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,435000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,960000000.0, Bogor,-6.387334,106.6872949,2.0,2.0,60.0,94.0,2,"lainnya (ppjb,girik,adat,dll)",0,0,2.0,bagus,0,unfurnished,2200.0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,466000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,400000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,400000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,400000000.0, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,500000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,83.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1620000000.0, Bogor,-6.4769375,106.7880935,5.0,2.0,104.0,180.0,1,shm - sertifikat hak milik,1,0,3.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,375000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1620000000.0, Bogor,-6.4769375,106.7880935,5.0,2.0,104.0,180.0,1,shm - sertifikat hak milik,1,0,3.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,810000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,105.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1140000000.0, Bogor,-6.4769375,106.7880935,3.0,2.0,84.0,76.0,1,"lainnya (ppjb,girik,adat,dll)",0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1080000000.0, Bogor,-6.4769375,106.7880935,3.0,2.0,84.0,84.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,195000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,40.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,500000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,75.0,38.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,semi furnished,1300.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,275000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,400000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,84.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,baru,2,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,400000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,84.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,baru,2,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,456000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,72.0,39.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,473000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,72.0,36.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,275000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,275000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,399000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,40.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,225000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,790000000.0, Bogor,-6.4769375,106.7880935,4.0,4.0,150.0,147.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,6600.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,437000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,113.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,250000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,55.0,0,shm - sertifikat hak milik,0,0,1.0,sudah renovasi,0,unfurnished,900.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,125000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,30.0,30.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,900.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,150000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,40.0,40.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,172000000.0, Bogor,-6.4769375,106.7880935,2.0,1.0,45.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,2400000000.0, Bogor,-6.5502955,106.8097115,4.0,3.0,153.0,200.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,0,unfurnished,2200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,650000000.0, Bogor,-6.5502955,106.8097115,2.0,1.0,66.0,33.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1700000000.0, Bogor,-6.5502955,106.8097115,2.0,2.0,84.0,96.0,1,shm - sertifikat hak milik,0,0,2.0,baru,0,semi furnished,2200.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,650000000.0, Bogor,-6.5502955,106.8097115,2.0,1.0,66.0,33.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,800000000.0, Bogor,-6.5502955,106.8097115,3.0,2.0,101.0,45.0,0,hgb - hak guna bangunan,0,0,1.0,bagus,1,unfurnished,1300.0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,840000000.0, Bogor,-6.40158,106.49494,2.0,1.0,84.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,945000000.0, Bogor,-6.40158,106.49494,2.0,1.0,105.0,60.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1020000000.0, Bogor,-6.40158,106.49494,2.0,1.0,86.0,50.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1080000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,84.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,699000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,88.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,810000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,105.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1380000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,105.0,150.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,699000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,88.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1500000000.0, Bogor,-6.4824535,106.8367054,3.0,3.0,164.0,104.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1080000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,84.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,810000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,105.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1080000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,84.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,780000000.0, Bogor,-6.4824535,106.8367054,3.0,1.0,98.0,68.0,1,hgb - hak guna bangunan,1,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,800000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,96.0,71.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,840000000.0, Bogor,-6.4824535,106.8367054,3.0,4.0,90.0,180.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,699000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,88.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,650000000.0, Bogor,-6.4824535,106.8367054,2.0,1.0,88.0,53.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1140000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,76.0,0,"lainnya (ppjb,girik,adat,dll)",0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,1140000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,76.0,0,"lainnya (ppjb,girik,adat,dll)",0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1380000000.0, Bogor,-6.4824535,106.8367054,3.0,2.0,105.0,150.0,0,shm - sertifikat hak milik,1,0,2.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
