,price_in_rp,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,maid_bedrooms,maid_bathrooms,floors,property_condition,garages,furnishing,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_pompa_air_wasser_dan_booster,fac_kompor_exhaust,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
1585,799000000.0, Depok,-6.3703875,106.7606085,3.0,2.0,70.0,60.0,1,shm - sertifikat hak milik,0,0,2.0,baru,1,unfurnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,600000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,85.0,50.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,725000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,70.0,55.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,semi furnished,1300.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,790000000.0, Depok,-6.3703875,106.7606085,3.0,2.0,70.0,89.0,1,shm - sertifikat hak milik,0,0,2.0,baru,0,semi furnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,900000000.0, Depok,-6.3703875,106.7606085,3.0,2.0,60.0,80.0,1,shm - sertifikat hak milik,0,0,2.0,baru,1,unfurnished,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,680000000.0, Depok,-6.3703875,106.7606085,2.0,2.0,60.0,60.0,1,shm - sertifikat hak milik,0,0,2.0,baru,1,semi furnished,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,1490000000.0, Depok,-6.3703875,106.7606085,3.0,3.0,98.0,130.0,1,shm - sertifikat hak milik,1,1,2.0,baru,0,semi furnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1490000000.0, Depok,-6.3703875,106.7606085,3.0,3.0,95.0,130.0,2,shm - sertifikat hak milik,1,1,2.0,baru,2,semi furnished,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,484000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,72.0,45.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,1550000000.0, Depok,-6.3703875,106.7606085,3.0,3.0,84.0,104.0,2,hgb - hak guna bangunan,0,0,2.0,baru,0,unfurnished,2200.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,730000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,101.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,590000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,70.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,595000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,72.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,592000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,70.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,550000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,72.0,50.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,680000000.0, Depok,-6.3703875,106.7606085,2.0,1.0,70.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,semi furnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,965000000.0, Depok,-6.3703875,106.7606085,3.0,2.0,70.0,115.0,1,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,870000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1260000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,164.0,95.0,1,shm - sertifikat hak milik,1,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,780000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,72.0,42.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,900000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,81.0,81.0,0,shm - sertifikat hak milik,1,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,780000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,72.0,42.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1020000000.0, Depok,-6.3994989,106.7358134,2.0,2.0,84.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,900000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,81.0,81.0,1,shm - sertifikat hak milik,1,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,1260000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,164.0,95.0,1,shm - sertifikat hak milik,1,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,780000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,72.0,42.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,1020000000.0, Depok,-6.3994989,106.7358134,2.0,2.0,84.0,40.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1260000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,164.0,95.0,1,shm - sertifikat hak milik,1,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,1150000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,94.0,70.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,500000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,75.0,50.0,1,shm - sertifikat hak milik,0,0,1.0,baru,1,unfurnished,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,870000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,870000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,960000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,108.0,90.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,870000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,960000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,108.0,90.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,870000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,960000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,108.0,90.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,1260000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,164.0,95.0,1,shm - sertifikat hak milik,1,0,1.0,bagus,1,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,630000000.0, Depok,-6.3994989,106.7358134,3.0,1.0,72.0,52.0,1,shm - sertifikat hak milik,1,0,2.0,baru,1,unfurnished,2200.0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,470000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,70.0,48.0,1,shm - sertifikat hak milik,0,0,1.0,bagus sekali,0,unfurnished,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,484000000.0, Depok,-6.3994989,106.7358134,2.0,1.0,72.0,45.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,semi furnished,1300.0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,785000000.0, Depok,-6.3994989,106.7358134,3.0,2.0,84.0,70.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,1370000000.0, Depok,-6.3994989,106.7358134,3.0,3.0,124.0,75.0,1,shm - sertifikat hak milik,0,0,2.0,sudah renovasi,1,furnished,2200.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,3500000000.0, Depok,-6.3994989,106.7358134,3.0,3.0,234.0,150.0,2,shm - sertifikat hak milik,0,0,1.0,bagus,2,furnished,3500.0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,3500000000.0, Depok,-6.3994989,106.7358134,3.0,3.0,234.0,150.0,2,shm - sertifikat hak milik,0,0,1.0,bagus,2,furnished,3500.0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,1140000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,84.0,76.0,0,hgb - hak guna bangunan,0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,780000000.0, Depok,-6.4281714,106.8368844,3.0,1.0,98.0,68.0,1,hgb - hak guna bangunan,1,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1560000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,72.0,90.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,hgb - hak guna bangunan,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,750000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,60.0,60.0,2,shm - sertifikat hak milik,0,0,2.0,bagus,2,unfurnished,2200.0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1560000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,72.0,90.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,780000000.0, Depok,-6.4281714,106.8368844,3.0,1.0,98.0,68.0,1,"lainnya (ppjb,girik,adat,dll)",1,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,"lainnya (ppjb,girik,adat,dll)",0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,hgb - hak guna bangunan,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,hgb - hak guna bangunan,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1020000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,86.0,50.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1560000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,72.0,90.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,800000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,96.0,71.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,465000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,60.0,38.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,800000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,96.0,71.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,hgb - hak guna bangunan,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,1560000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,72.0,90.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,780000000.0, Depok,-6.4281714,106.8368844,3.0,1.0,98.0,68.0,1,hgb - hak guna bangunan,1,0,1.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,800000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,96.0,71.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,464000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,60.0,38.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,1,unfurnished,1300.0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,800000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,84.0,71.0,2,shm - sertifikat hak milik,0,0,2.0,bagus,2,unfurnished,2200.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,999000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,89.0,80.0,2,shm - sertifikat hak milik,0,0,2.0,baru,2,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,970000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,81.0,70.0,2,shm - sertifikat hak milik,0,0,2.0,bagus,2,unfurnished,2200.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,580000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,60.0,54.0,2,shm - sertifikat hak milik,0,0,2.0,bagus,2,unfurnished,2200.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,775000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,67.0,65.0,2,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,660000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,78.0,36.0,0,shm - sertifikat hak milik,2,1,1.0,baru,1,unfurnished,1300.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,725000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,66.0,56.0,2,shm - sertifikat hak milik,0,0,2.0,baru,2,unfurnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,559000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,74.0,36.0,0,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,995000000.0, Depok,-6.4281714,106.8368844,3.0,3.0,95.0,100.0,2,shm - sertifikat hak milik,0,0,2.0,baru,2,unfurnished,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,725000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,66.0,56.0,2,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,699000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,66.0,56.0,2,shm - sertifikat hak milik,0,0,2.0,baru,0,unfurnished,2200.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,1350000000.0, Depok,-6.4281714,106.8368844,4.0,3.0,120.0,150.0,1,shm - sertifikat hak milik,0,0,2.0,bagus,0,unfurnished,2200.0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,615000000.0, Depok,-6.4281714,106.8368844,3.0,2.0,60.0,60.0,0,shm - sertifikat hak milik,0,0,2.0,unfurnished,1,baru,2200.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,220000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,60.0,36.0,1,shm - sertifikat hak milik,0,0,1.0,baru,0,unfurnished,1300.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,500000000.0, Depok,-6.4281714,106.8368844,2.0,1.0,60.0,38.0,0,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,1300.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,1100000000.0, Depok,-6.3663035,106.7796109,3.0,3.0,96.0,75.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1920000000.0, Depok,-6.3663035,106.7796109,2.0,3.0,167.0,160.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,4400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,2040000000.0, Depok,-6.3663035,106.7796109,2.0,2.0,113.0,150.0,0,shm - sertifikat hak milik,0,0,2.0,bagus,1,unfurnished,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,1560000000.0, Depok,-6.3663035,106.7796109,3.0,3.0,72.0,140.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,0,unfurnished,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1920000000.0, Depok,-6.3663035,106.7796109,2.0,3.0,167.0,160.0,1,shm - sertifikat hak milik,0,0,1.0,bagus,0,unfurnished,4400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1100000000.0, Depok,-6.3663035,106.7796109,3.0,3.0,96.0,75.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,1100000000.0, Depok,-6.3663035,106.7796109,3.0,3.0,96.0,75.0,1,shm - sertifikat hak milik,1,0,2.0,bagus,0,unfurnished,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
