,certificate,property_condition,furnishing,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,maid_bedrooms,maid_bathrooms,floors,garages,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_pompa_air_wasser_dan_booster,fac_kompor_exhaust,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
915,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4696815,106.76102,2.0,1.0,85.0,45.0,1,0,0,1.0,0,1300.0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,shm - sertifikat hak milik,bagus sekali,unfurnished, Bogor,-6.5183495,106.8512789,2.0,1.0,108.0,53.0,1,0,0,1.0,0,1300.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,hgb - hak guna bangunan,bagus,semi furnished, Tangerang,-6.1878658,106.5186859,2.0,2.0,108.0,108.0,1,1,1,2.0,0,2200.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,shm - sertifikat hak milik,bagus sekali,unfurnished, Jakarta Barat,-6.1611069,106.7348295,4.0,2.0,120.0,160.0,2,0,0,2.0,0,2200.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.2725851,106.8055434,4.0,4.0,1189.0,600.0,3,3,2,1.0,2,6600.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.5768245,106.820994,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Timur,-6.185467,106.9361121,3.0,2.0,180.0,100.0,2,0,0,2.0,0,2200.0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,2.0,1.0,108.0,62.0,1,0,0,1.0,0,1300.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,hgb - hak guna bangunan,butuh renovasi,unfurnished, Bogor,-6.50635,107.055555,3.0,2.0,72.0,100.0,1,0,0,1.0,1,1300.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.3007333,106.586126,2.0,2.0,53.0,60.0,2,0,0,2.0,0,2200.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,shm - sertifikat hak milik,baru,unfurnished, Jakarta Selatan,-6.2898024,106.7903519,4.0,4.0,94.0,200.0,2,1,1,3.0,0,2200.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,hgb - hak guna bangunan,bagus sekali,unfurnished, Jakarta Timur,-6.3770385,106.9015974,2.0,2.0,108.0,133.0,2,1,1,2.0,0,2200.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,140.0,176.0,2,1,1,1.0,0,5500.0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.3102779,106.9565924,2.0,2.0,42.0,62.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Utara,-6.10988,106.7868922,4.0,4.0,560.0,1200.0,4,1,1,1.0,4,11000.0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,3.0,3.0,404.0,200.0,1,1,1,2.0,0,3500.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Selatan,-6.2898024,106.7903519,5.0,4.0,275.0,300.0,3,2,1,2.0,0,7700.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,"lainnya (ppjb,girik,adat,dll)",bagus,semi furnished, Tangerang,-6.2894318,106.6344454,5.0,5.0,630.0,500.0,2,1,1,3.0,2,7700.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2744002,106.9620321,3.0,2.0,82.0,60.0,2,0,0,1.0,2,2200.0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.5183495,106.8512789,3.0,1.0,90.0,70.0,1,0,0,1.0,0,1300.0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,shm - sertifikat hak milik,baru,furnished, Jakarta Barat,-6.1762949,106.774785,6.0,8.0,212.0,450.0,2,1,0,4.0,2,8000.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2135586,106.6622314,3.0,1.0,103.0,90.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.15966,106.786205,3.0,2.0,117.0,150.0,0,1,0,2.0,0,2200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,shm - sertifikat hak milik,sudah renovasi,unfurnished, Bogor,-6.4769375,106.7880935,2.0,1.0,60.0,55.0,0,0,0,1.0,0,900.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.3994989,106.7358134,2.0,1.0,75.0,50.0,1,0,0,1.0,1,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4039107,106.9452029,4.0,3.0,240.0,250.0,3,1,1,1.0,1,3300.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.2849775,106.970127,2.0,1.0,60.0,19.0,1,0,0,1.0,1,1300.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3663035,106.7796109,3.0,3.0,72.0,140.0,1,1,0,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2889368,106.6761586,4.0,3.0,292.0,165.0,1,1,1,2.0,0,2200.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.3202895,106.692355,3.0,2.0,66.0,60.0,1,1,0,2.0,0,1300.0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,shm - sertifikat hak milik,bagus sekali,semi furnished, Tangerang,-6.3132214,106.6534347,3.0,2.0,188.0,195.0,1,1,1,2.0,1,3500.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,"lainnya (ppjb,girik,adat,dll)",baru,unfurnished, Jakarta Utara,-6.1024783,106.7411903,3.0,3.0,150.0,160.0,2,1,1,1.0,0,4400.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,shm - sertifikat hak milik,bagus,semi furnished, Bogor,-6.6717395,106.8263784,3.0,2.0,394.0,176.0,1,0,0,2.0,1,6600.0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Selatan,-6.3304165,106.8254635,3.0,4.0,277.0,310.0,2,1,1,2.0,2,5500.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,3.0,3.0,105.0,135.0,1,0,1,2.0,2,3500.0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3007333,106.586126,5.0,4.0,365.0,400.0,2,1,1,2.0,1,4400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,hgb - hak guna bangunan,bagus,unfurnished, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,5.0,4.0,144.0,277.0,2,1,1,3.0,2,5500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.367494,106.874766,3.0,2.0,68.0,56.0,2,0,0,2.0,2,2200.0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,hgb - hak guna bangunan,bagus,unfurnished, Depok,-6.4281714,106.8368844,2.0,1.0,72.0,72.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2368145,106.566375,4.0,1.0,164.0,100.0,1,0,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,"lainnya (ppjb,girik,adat,dll)",bagus,furnished, Tangerang,-6.2971785,106.6157741,6.0,5.0,336.0,418.0,4,0,0,2.0,0,4400.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,"lainnya (ppjb,girik,adat,dll)",baru,semi furnished, Tangerang,-6.2617616,106.555366,3.0,3.0,180.0,257.0,2,1,1,2.0,0,4400.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.2652874,106.8391414,4.0,3.0,216.0,241.0,1,1,1,2.0,1,3500.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bekasi,-6.2831904,107.045462,3.0,2.0,160.0,127.0,0,1,1,1.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.387334,106.6872949,2.0,1.0,84.0,39.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.1852561,106.703769,4.0,3.0,144.0,147.0,2,1,1,2.0,0,4400.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.367494,106.874766,4.0,2.0,178.0,135.0,1,0,0,2.0,0,2200.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Selatan,-6.3304165,106.8254635,3.0,2.0,78.0,120.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,shm - sertifikat hak milik,bagus sekali,furnished, Bogor,-6.50635,107.055555,2.0,1.0,72.0,60.0,0,0,0,1.0,0,1300.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.3007333,106.586126,3.0,3.0,128.0,144.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.1612309,106.5361526,3.0,3.0,136.0,200.0,1,0,0,1.0,1,3500.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4014935,106.9279365,2.0,1.0,72.0,36.0,1,1,0,1.0,1,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,90.0,150.0,1,0,0,2.0,0,4400.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,hgb - hak guna bangunan,bagus,unfurnished, Tangerang,-6.2135586,106.6622314,6.0,2.0,91.0,170.0,1,0,0,2.0,0,2200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3218075,106.6720399,4.0,1.0,176.0,290.0,0,1,1,2.0,1,4400.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Utara,-6.1024783,106.7411903,5.0,3.0,450.0,600.0,0,1,1,3.0,0,3500.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4769375,106.7880935,2.0,1.0,72.0,36.0,0,0,0,1.0,0,1300.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,hgb - hak guna bangunan,bagus,unfurnished, Bekasi,-6.223945,106.9862751,3.0,3.0,119.0,131.0,1,1,1,2.0,1,2200.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,shm - sertifikat hak milik,bagus,furnished, Jakarta Selatan,-6.2726549,106.833565,4.0,4.0,203.0,203.0,0,1,1,3.0,0,3500.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bogor,-6.381012,106.9620255,4.0,4.0,330.0,525.0,3,1,1,2.0,1,5500.0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,shm - sertifikat hak milik,baru,furnished, Bogor,-6.5875072,106.7319552,2.0,1.0,72.0,36.0,1,0,0,1.0,0,1300.0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,126.0,231.0,1,1,1,3.0,2,3500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,shm - sertifikat hak milik,baru,semi furnished, Bekasi,-6.2849775,106.970127,2.0,1.0,70.0,40.0,1,0,0,1.0,1,1300.0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,shm - sertifikat hak milik,bagus,furnished, Tangerang,-6.3007333,106.586126,5.0,4.0,241.0,200.0,2,0,0,2.0,0,3500.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,shm - sertifikat hak milik,baru,semi furnished, Depok,-6.3703875,106.7606085,2.0,2.0,60.0,60.0,1,0,0,2.0,1,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.2898024,106.7903519,5.0,4.0,600.0,400.0,4,2,1,2.0,2,16500.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2392714,106.61373,2.0,1.0,90.0,65.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,"lainnya (ppjb,girik,adat,dll)",bagus sekali,furnished, Tangerang,-6.2382291,106.733237,4.0,3.0,110.0,160.0,0,0,0,2.0,0,4400.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,hgb - hak guna bangunan,baru,unfurnished, Bogor,-6.5183495,106.8512789,4.0,5.0,518.0,515.0,2,2,1,2.0,2,5500.0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bekasi,-6.2682681,106.9702047,4.0,3.0,168.0,250.0,2,2,1,1.0,0,4400.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,shm - sertifikat hak milik,bagus sekali,semi furnished, Bogor,-6.5183495,106.8512789,3.0,3.0,120.0,100.0,1,1,1,2.0,0,3300.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.399113,106.7999535,2.0,1.0,75.0,45.0,1,0,0,1.0,0,1300.0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.2607598,106.9489954,3.0,2.0,72.0,90.0,1,0,0,2.0,2,2200.0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3007333,106.586126,3.0,3.0,396.0,396.0,2,0,0,2.0,2,13900.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.387334,106.6872949,2.0,2.0,60.0,65.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.240094,106.704859,3.0,2.0,63.0,80.0,1,0,0,3.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.3767379,106.8025235,3.0,2.0,60.0,75.0,1,0,0,1.0,1,2200.0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,shm - sertifikat hak milik,bagus,furnished, Tangerang,-6.2894318,106.6344454,4.0,4.0,220.0,285.0,1,1,1,3.0,1,4400.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,140.0,176.0,1,0,1,2.0,0,3500.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,shm - sertifikat hak milik,bagus,semi furnished, Bekasi,-6.1817523,106.9736839,3.0,2.0,77.0,140.0,0,1,0,2.0,0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,shm - sertifikat hak milik,bagus sekali,furnished, Bogor,-6.5183495,106.8512789,4.0,3.0,312.0,250.0,2,1,1,2.0,0,5500.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.4325705,106.8031284,2.0,1.0,80.0,45.0,1,1,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2299325,106.739659,6.0,7.0,1000.0,500.0,2,3,0,1.0,4,9500.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,84.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,shm - sertifikat hak milik,bagus sekali,furnished, Bogor,-6.5183495,106.8512789,2.0,2.0,60.0,120.0,1,0,0,2.0,0,4400.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.5302555,106.7931885,2.0,1.0,72.0,36.0,1,0,0,1.0,1,1300.0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,shm - sertifikat hak milik,baru,semi furnished, Jakarta Selatan,-6.3304165,106.8254635,5.0,5.0,125.0,160.0,2,0,1,2.0,2,3300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,shm - sertifikat hak milik,baru,furnished, Depok,-6.3590135,106.7902014,3.0,2.0,80.0,70.0,1,0,0,2.0,0,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.3007333,106.586126,3.0,3.0,128.0,144.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
