,certificate,property_condition,furnishing,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,maid_bedrooms,maid_bathrooms,floors,garages,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_pompa_air_wasser_dan_booster,fac_kompor_exhaust,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
1323,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bogor,-6.387334,106.6872949,2.0,1.0,81.0,45.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,shm - sertifikat hak milik,butuh renovasi,unfurnished, Jakarta Selatan,-6.2725851,106.8055434,4.0,3.0,1287.0,550.0,4,2,1,1.0,2,7700.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.12097,107.0004485,3.0,2.0,120.0,88.0,1,0,0,1.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,shm - sertifikat hak milik,baru,semi furnished, Jakarta Barat,-6.1424765,106.7308695,4.0,3.0,128.0,275.0,0,1,1,3.0,0,5500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2392714,106.61373,2.0,2.0,120.0,102.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Jakarta Utara,-6.1024783,106.7411903,3.0,3.0,250.0,600.0,2,0,0,3.0,0,16500.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,shm - sertifikat hak milik,sudah renovasi,furnished, Tangerang,-6.2433511,106.6174456,4.0,4.0,216.0,300.0,1,1,1,2.0,1,5500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.223945,106.9862751,3.0,3.0,78.0,83.0,2,0,0,2.0,0,2200.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.629732,106.824916,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Selatan,-6.3304165,106.8254635,3.0,4.0,277.0,310.0,2,1,1,2.0,2,5500.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.577853,106.8507965,2.0,1.0,66.0,33.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,shm - sertifikat hak milik,baru,unfurnished, Jakarta Selatan,-6.3026685,106.7784585,3.0,3.0,80.0,84.0,2,0,1,2.0,2,2200.0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.327523,106.6249784,2.0,2.0,84.0,54.0,0,1,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,3.0,2.0,78.0,52.0,1,0,0,2.0,0,2200.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4824535,106.8367054,3.0,2.0,84.0,84.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4696815,106.76102,2.0,1.0,72.0,36.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.3007333,106.586126,4.0,4.0,185.0,181.0,1,1,0,2.0,1,4400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,shm - sertifikat hak milik,baru,semi furnished, Depok,-6.397933,106.7679611,3.0,3.0,101.0,78.0,1,0,0,2.0,1,3500.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Utara,-6.1024783,106.7411903,4.0,4.0,360.0,550.0,2,1,1,3.0,0,11000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.6097729,106.8130539,3.0,3.0,238.0,154.0,0,0,0,2.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.6154285,106.8298214,3.0,3.0,128.0,200.0,1,1,0,2.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,shm - sertifikat hak milik,butuh renovasi,unfurnished, Jakarta Utara,-6.1596905,106.9005624,3.0,2.0,220.0,225.0,1,0,0,2.0,0,7700.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2392714,106.61373,2.0,1.0,90.0,65.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.2866417,106.6570663,5.0,4.0,801.0,1046.0,3,2,1,3.0,3,7700.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Selatan,-6.243219,106.8013404,4.0,3.0,277.0,452.0,1,1,1,2.0,1,7700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Utara,-6.10988,106.7868922,4.0,3.0,700.0,1030.0,4,0,0,2.0,0,10000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,4.0,2.0,162.0,196.0,1,1,1,2.0,0,4400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2623791,106.5220235,3.0,1.0,103.0,90.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.3007333,106.586126,6.0,5.0,499.0,349.0,2,0,0,2.0,2,7700.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Selatan,-6.2777833,106.8114224,4.0,4.0,662.0,405.0,2,2,1,2.0,2,6600.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,shm - sertifikat hak milik,butuh renovasi,unfurnished, Bogor,-6.4566396,106.6402451,2.0,1.0,72.0,32.0,1,0,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,hgb - hak guna bangunan,bagus,semi furnished, Bogor,-6.5183495,106.8512789,4.0,4.0,321.0,500.0,2,1,1,2.0,1,4400.0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,shm - sertifikat hak milik,bagus,semi furnished, Bogor,-6.5183495,106.8512789,4.0,5.0,923.0,401.0,2,3,1,2.0,1,6600.0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,hgb - hak guna bangunan,bagus,semi furnished, Bogor,-6.5183495,106.8512789,4.0,4.0,321.0,500.0,2,1,1,2.0,1,4400.0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,shm - sertifikat hak milik,bagus,semi furnished, Bekasi,-6.2763919,106.917945,3.0,2.0,102.0,150.0,1,1,0,2.0,1,3300.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,shm - sertifikat hak milik,baru,unfurnished, Jakarta Pusat,-6.16634,106.8339056,2.0,1.0,21.0,40.0,0,0,0,2.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.332401,106.7907829,4.0,3.0,540.0,350.0,2,1,1,1.0,2,2200.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.1677445,106.4977165,2.0,1.0,119.0,62.0,0,0,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.332401,106.7907829,4.0,4.0,110.0,140.0,1,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,"lainnya (ppjb,girik,adat,dll)",baru,semi furnished, Tangerang,-6.2623791,106.5220235,3.0,2.0,200.0,155.0,2,1,1,2.0,0,2200.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.3703875,106.7606085,3.0,2.0,60.0,80.0,1,0,0,2.0,1,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,shm - sertifikat hak milik,bagus,furnished, Depok,-6.397933,106.7679611,4.0,3.0,600.0,300.0,2,1,1,2.0,2,2200.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2273535,106.9901524,2.0,1.0,72.0,50.0,1,0,0,1.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,shm - sertifikat hak milik,bagus sekali,semi furnished, Bogor,-6.5183495,106.8512789,4.0,3.0,517.0,305.0,2,1,1,2.0,1,5500.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,hgb - hak guna bangunan,baru,unfurnished, Tangerang,-6.2368145,106.566375,4.0,2.0,72.0,83.0,1,0,0,2.0,0,2200.0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4014935,106.9279365,2.0,1.0,90.0,36.0,1,0,0,1.0,1,1300.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,shm - sertifikat hak milik,baru,semi furnished, Bekasi,-6.2717463,106.930825,3.0,4.0,91.0,165.0,2,1,0,3.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,"lainnya (ppjb,girik,adat,dll)",bagus,furnished, Tangerang,-6.3007333,106.586126,2.0,2.0,60.0,45.0,0,0,0,2.0,2,2200.0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.2845395,106.973377,2.0,1.0,78.0,54.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.3637317,106.8430567,4.0,3.0,117.0,165.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,3.0,2.0,105.0,134.0,2,1,1,2.0,0,3500.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,shm - sertifikat hak milik,baru,unfurnished, Jakarta Selatan,-6.3304165,106.8254635,4.0,4.0,77.0,130.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4696815,106.76102,2.0,1.0,60.0,32.0,1,0,0,1.0,1,1300.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.381012,106.9620255,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,shm - sertifikat hak milik,baru,unfurnished, Jakarta Utara,-6.1024783,106.7411903,3.0,3.0,270.0,600.0,0,0,1,3.0,0,16500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.2433511,106.6174456,3.0,3.0,72.0,120.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1852574,106.9879915,2.0,1.0,91.0,60.0,1,0,0,1.0,0,1300.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,4.0,4.0,120.0,240.0,0,0,0,2.0,0,1300.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.227202,106.9584634,3.0,2.0,194.0,200.0,0,0,0,1.0,0,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.5446135,106.7498216,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5875072,106.7319552,4.0,2.0,928.0,100.0,1,0,0,1.0,0,2200.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,90.0,110.0,1,1,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.1691391,106.7650135,5.0,5.0,600.0,600.0,0,1,1,2.0,0,3300.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.3567365,106.9572416,3.0,2.0,108.0,69.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,shm - sertifikat hak milik,bagus,furnished, Bogor,-6.5183495,106.8512789,4.0,4.0,866.0,500.0,4,1,1,2.0,0,5500.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2607598,106.9489954,4.0,2.0,160.0,285.0,2,1,1,2.0,0,3500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,hgb - hak guna bangunan,bagus,unfurnished, Bogor,-6.5502955,106.8097115,3.0,2.0,101.0,45.0,0,0,0,1.0,1,1300.0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,"lainnya (ppjb,girik,adat,dll)",bagus,semi furnished, Tangerang,-6.2913776,106.636332,4.0,3.0,180.0,240.0,1,1,1,2.0,0,3300.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.327523,106.6249784,2.0,2.0,84.0,54.0,0,1,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.1866383,106.7425049,4.0,4.0,360.0,550.0,2,1,1,2.0,2,6600.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.2058045,106.6332435,3.0,2.0,78.0,60.0,1,0,0,2.0,0,1300.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.397933,106.7679611,3.0,2.0,68.0,56.0,2,0,0,2.0,2,2200.0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,shm - sertifikat hak milik,baru,unfurnished, Jakarta Timur,-6.3249584,106.855766,3.0,3.0,98.0,92.0,1,1,1,2.0,0,2200.0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.1935444,106.7419278,6.0,4.0,150.0,200.0,3,0,0,2.0,0,2200.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3977255,106.8427795,3.0,4.0,180.0,200.0,1,1,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,hgb - hak guna bangunan,sudah renovasi,unfurnished, Bekasi,-6.12097,107.0004485,2.0,1.0,120.0,90.0,1,0,0,1.0,0,1300.0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,hgb - hak guna bangunan,bagus,unfurnished, Bogor,-6.5183495,106.8512789,4.0,3.0,396.0,299.0,2,1,1,2.0,0,4400.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,shm - sertifikat hak milik,baru,semi furnished, Jakarta Barat,-6.1612309,106.5361526,3.0,3.0,150.0,200.0,0,1,1,2.0,2,4400.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,5.0,4.0,215.0,287.0,1,0,1,3.0,3,5500.0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.15966,106.786205,4.0,3.0,55.0,131.0,0,0,0,3.0,0,4400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.2433511,106.6174456,3.0,3.0,180.0,217.0,2,1,0,2.0,0,4400.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"lainnya (ppjb,girik,adat,dll)",baru,unfurnished, Bogor,-6.3731789,106.55458,2.0,1.0,72.0,39.0,1,0,0,1.0,0,2200.0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5768245,106.820994,3.0,2.0,148.0,140.0,1,0,0,2.0,1,2200.0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,hgb - hak guna bangunan,bagus,unfurnished, Tangerang,-6.2623791,106.5220235,6.0,2.0,91.0,170.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Selatan,-6.2652874,106.8391414,5.0,3.0,210.0,150.0,3,0,0,1.0,0,3500.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,shm - sertifikat hak milik,sudah renovasi,semi furnished, Tangerang,-6.2433511,106.6174456,4.0,2.0,136.0,200.0,0,1,1,2.0,0,3500.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bekasi,-6.2054536,107.006438,4.0,3.0,186.0,200.0,1,0,0,2.0,1,4400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.6068275,106.763125,4.0,3.0,126.0,180.0,1,0,0,2.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,4.0,3.0,131.0,225.0,1,1,0,2.0,1,2200.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
